fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.6,19.4,15.6,13.6,78.2,53.2,60.2,64.2,2.4,1.8,1.5,1.5,1023.5
3,13.8,18.7,15.3,13.4,85.6,55.5,61.8,65.0,1.8,2.8,1.8,1.8,1024.0
6,12.9,18.0,15.1,13.4,87.6,57.8,61.8,62.3,2.4,3.4,1.6,1.6,1022.7
9,12.3,17.3,14.8,13.3,89.6,60.9,62.0,59.8,0.8,1.5,1.0,1.0,1022.1
12,14.3,16.8,14.7,13.6,85.4,63.0,61.0,54.3,1.2,1.6,1.3,1.3,1022.9
15,20.8,18.5,14.8,13.9,59.4,61.6,62.7,52.2,1.0,0.9,0.8,0.8,1022.5
18,22.5,20.6,16.3,14.2,50.9,51.7,62.7,67.7,0.8,0.9,1.6,1.6,1020.3
21,19.7,20.6,16.6,14.5,65.9,51.3,62.0,67.2,0.9,1.0,1.8,1.8,1020.1
24,16.1,19.9,16.2,14.2,76.9,53.6,63.2,68.1,2.3,2.6,2.0,2.0,1021.2
27,14.1,19.1,15.8,13.9,85.1,56.6,64.8,70.0,2.7,2.5,1.7,1.7,1023.0
30,13.1,18.3,15.3,13.4,89.7,59.7,66.7,71.8,4.7,5.3,5.2,5.2,1023.2
33,12.3,17.6,15.1,13.2,91.8,62.5,65.8,69.2,3.6,4.7,7.1,7.1,1023.5
36,15.3,16.3,14.7,13.0,82.4,67.9,66.6,71.2,3.7,4.9,7.4,7.4,1025.2
39,19.8,17.1,13.6,12.5,56.1,61.3,60.1,65.9,6.0,7.1,11.0,11.0,1026.1
42,20.5,18.2,13.9,11.8,45.5,47.0,58.2,60.4,5.9,6.8,7.5,7.5,1024.6
