fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.5,9.3,6.5,4.9,79.6,57.3,53.8,53.1,1.4,2.5,4.2,4.2,1024.9
3,6.0,8.7,6.0,4.2,82.9,58.5,59.3,60.2,1.1,1.2,3.4,3.4,1026.5
6,4.8,7.9,5.3,3.7,86.9,62.6,62.2,60.0,1.8,2.0,3.2,3.2,1026.3
9,3.2,6.9,4.6,3.0,92.5,68.8,68.0,66.9,3.7,4.2,2.8,2.8,1026.5
12,4.4,6.2,3.9,2.4,88.7,71.1,76.7,72.6,3.1,4.9,4.1,4.1,1028.5
15,10.4,7.4,3.6,2.3,60.1,68.8,79.9,73.1,3.1,3.7,4.4,4.4,1029.3
18,12.0,9.2,5.0,2.8,47.7,53.0,66.6,74.5,5.2,5.7,6.2,6.2,1028.1
21,9.2,8.1,4.1,2.0,49.5,48.0,58.3,64.9,6.7,8.4,8.9,8.9,1029.9
24,6.2,5.6,2.2,0.4,52.6,47.6,50.5,51.7,7.6,10.5,11.5,11.5,1032.4
27,4.1,3.5,0.7,-1.0,56.1,48.9,49.1,53.9,6.2,9.4,10.7,10.7,1034.1
30,2.1,1.4,-0.5,-1.7,57.4,48.5,40.2,46.0,5.9,9.2,8.0,8.0,1034.5
33,0.1,-0.4,-1.5,-2.2,60.7,48.4,30.6,31.1,5.0,7.4,5.9,5.9,1034.3
36,0.0,-1.3,-2.0,-2.4,60.7,46.6,23.3,20.5,3.4,6.6,5.4,5.4,1035.0
39,4.5,1.0,-1.8,-2.2,36.8,41.4,26.6,18.4,1.3,2.2,4.8,4.8,1034.8
42,7.0,4.0,-0.2,-1.8,29.8,31.9,38.5,33.1,1.5,2.0,3.0,3.0,1031.4
