fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,16.3,18.5,14.8,12.8,72.1,50.8,59.7,65.8,1.5,3.3,2.7,2.7,1022.7
3,15.5,18.0,14.6,12.7,76.4,52.7,59.9,64.4,1.9,3.0,1.9,1.9,1022.8
6,13.7,17.4,14.3,12.5,82.5,55.9,60.9,64.4,1.4,2.0,1.1,1.1,1022.7
9,12.7,16.8,14.1,12.6,85.6,58.4,61.1,60.5,0.6,1.4,1.2,1.2,1022.7
12,14.5,16.5,14.0,12.7,84.1,59.1,60.5,56.3,0.4,0.8,2.0,2.0,1024.2
15,20.6,18.2,14.3,13.3,56.3,57.8,62.5,50.4,0.5,0.3,1.5,1.5,1024.1
18,22.2,20.2,15.9,14.0,49.0,49.5,59.3,60.3,0.5,0.5,1.1,1.1,1022.0
21,19.1,20.3,16.3,14.4,67.5,49.2,57.5,59.1,1.7,1.4,1.9,1.9,1022.3
24,14.9,19.5,15.9,14.2,80.3,51.5,58.3,55.0,1.6,2.7,3.6,3.6,1023.4
27,13.5,18.7,15.4,14.3,85.5,53.8,59.4,48.2,2.5,4.9,3.5,3.5,1024.1
30,12.3,17.9,15.1,14.3,88.5,55.6,57.5,42.1,2.3,4.6,3.5,3.5,1024.0
33,11.3,17.1,15.0,14.3,90.6,58.1,52.4,37.5,1.6,3.5,3.2,3.2,1023.6
36,14.3,16.7,15.0,14.2,82.7,59.9,48.2,36.1,1.3,3.1,3.5,3.5,1024.8
39,20.6,18.0,15.0,14.1,58.3,61.5,49.2,36.5,2.0,2.5,3.4,3.4,1025.1
42,21.7,19.8,15.6,13.8,49.7,50.2,58.1,54.8,1.5,2.0,2.7,2.7,1023.0
