fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,16.9,20.3,17.2,15.5,72.0,48.8,55.3,58.2,3.1,3.1,1.6,1.6,1016.6
3,15.8,19.1,17.4,16.4,73.8,52.8,53.3,53.7,4.8,5.2,2.9,2.9,1016.6
6,15.4,18.3,18.2,17.2,75.6,57.1,51.4,54.8,5.7,5.8,3.3,3.3,1016.0
9,14.9,18.2,18.9,17.6,81.2,59.5,51.5,56.7,3.6,3.9,4.1,4.1,1015.8
12,17.8,18.5,19.1,17.9,75.5,59.5,54.2,55.9,1.7,1.9,4.9,4.9,1016.9
15,22.6,21.0,19.0,17.8,60.1,60.9,55.5,55.2,0.0,0.3,4.1,4.1,1017.2
18,24.6,23.2,19.1,17.4,54.1,53.8,62.2,59.6,1.0,1.5,2.6,2.6,1015.7
21,22.6,23.1,19.3,17.5,69.7,53.4,59.8,58.8,3.0,2.4,2.0,2.0,1016.1
24,18.4,22.2,19.1,17.6,80.5,54.9,59.0,53.2,2.6,2.7,2.7,2.7,1016.7
27,16.6,21.2,18.8,17.3,86.8,58.0,58.7,53.2,1.7,3.5,1.9,1.9,1017.7
30,15.2,20.4,18.3,17.0,90.4,61.2,59.1,51.6,1.7,2.7,2.7,2.7,1017.8
33,14.1,19.5,17.9,16.9,92.9,63.8,59.9,45.3,2.0,2.7,3.5,3.5,1018.0
36,17.8,18.9,17.5,16.7,82.6,65.6,59.8,43.7,2.3,3.7,4.7,4.7,1019.6
39,23.8,21.6,17.4,16.9,57.8,60.3,66.5,42.2,2.4,2.6,3.8,3.8,1019.6
42,25.5,23.8,19.4,17.3,47.2,46.8,56.4,61.1,2.0,2.4,3.1,3.1,1017.5
