fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.6,17.2,14.1,12.4,80.4,71.7,78.4,82.8,2.4,6.7,5.1,5.1,1022.2,306,20
3,14.9,16.0,13.8,12.2,88.7,78.7,79.3,82.6,2.3,6.5,6.1,6.1,1022.7,306,23
6,13.2,15.1,13.8,12.2,94.6,83.9,78.0,81.3,1.9,4.7,3.8,3.8,1021.9,307,2
9,12.3,14.5,13.7,12.1,96.8,88.0,77.2,80.7,1.6,3.6,1.5,1.5,1021.2,307,5
12,14.1,13.9,13.5,11.9,92.6,91.3,78.5,81.4,1.2,2.7,0.9,0.9,1022.1,307,8
15,19.4,17.0,13.4,12.1,70.5,76.4,81.6,78.6,1.2,1.2,1.1,1.1,1021.1,307,11
18,21.1,19.3,15.0,12.9,58.3,60.3,73.1,79.2,0.9,0.6,0.4,0.4,1018.7,307,14
21,19.1,19.4,15.4,13.4,69.7,59.2,70.3,75.5,1.3,1.0,0.2,0.2,1018.4,307,17
24,15.5,18.8,15.3,13.4,82.3,61.5,69.4,72.4,1.7,1.3,2.0,2.0,1018.9,307,20
27,14.1,18.0,15.0,13.3,88.3,65.0,70.2,71.1,1.1,1.7,2.9,2.9,1019.0,307,23
30,13.6,16.9,14.8,13.3,90.8,70.6,70.7,67.7,1.4,1.7,1.6,1.6,1018.6,308,2
33,13.5,16.0,14.6,13.2,92.8,76.3,71.3,66.5,1.3,2.7,1.8,1.8,1018.0,308,5
36,14.9,15.6,14.6,13.3,89.1,78.8,68.6,61.7,1.8,3.3,3.6,3.6,1018.9,308,8
39,18.9,17.1,14.7,13.5,72.2,76.1,69.4,61.2,1.6,2.6,3.9,3.9,1018.6,308,11
42,20.8,19.3,15.3,13.8,61.2,63.1,71.8,69.5,2.6,3.5,4.0,4.0,1015.6,308,14
