fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.8,9.2,7.6,7.0,78.4,46.3,36.0,27.5,2.3,4.4,0.8,0.8,1028.3
3,4.3,8.6,7.5,7.0,75.0,47.2,37.0,28.6,2.3,4.8,1.2,1.2,1028.9
6,3.4,7.6,7.1,6.5,79.7,51.1,40.6,32.3,1.1,2.4,0.8,0.8,1028.4
9,3.0,6.4,6.5,6.0,81.8,56.1,44.3,33.5,2.2,1.5,3.6,3.6,1028.2
12,2.0,4.9,5.5,5.3,87.4,62.7,50.0,36.5,2.2,2.3,3.7,3.7,1030.2
15,7.8,4.8,5.2,5.4,64.0,72.4,50.9,36.0,2.5,3.2,2.9,2.9,1030.7
18,10.7,8.1,5.1,5.4,54.0,59.6,57.1,37.7,2.6,3.0,2.4,2.4,1028.0
21,7.0,8.3,5.7,5.7,72.9,60.4,53.0,38.3,4.0,4.2,2.8,2.8,1027.9
24,3.2,7.4,5.3,5.5,88.4,64.2,56.9,39.6,4.5,4.1,2.3,2.3,1028.9
27,1.3,6.7,5.2,5.6,93.0,67.1,59.1,39.5,4.5,3.9,1.1,1.1,1029.0
30,0.1,6.1,5.6,6.2,95.0,69.5,52.7,37.3,3.7,3.0,0.5,0.5,1028.3
33,-0.7,5.4,5.4,6.1,95.6,72.3,53.7,39.3,2.9,3.2,0.7,0.7,1027.9
36,0.3,5.1,5.5,5.9,95.0,73.4,50.9,40.6,2.2,2.6,1.2,1.2,1029.7
39,8.2,5.5,6.0,6.2,68.4,74.6,45.9,39.9,0.8,1.8,2.0,2.0,1029.7
42,11.6,9.1,6.3,6.7,55.6,61.0,51.3,38.3,1.1,1.5,2.1,2.1,1027.2
