fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.3,11.4,7.9,6.1,53.3,33.4,39.8,42.2,3.6,6.9,5.0,5.0,1029.7,61,20
3,6.7,10.5,7.5,6.3,58.8,35.1,39.4,34.3,3.5,7.2,4.1,4.1,1030.0,61,23
6,5.5,9.2,7.5,6.8,63.6,39.8,37.3,28.6,5.1,8.2,4.4,4.4,1029.3,62,2
9,4.2,8.7,8.0,7.6,70.8,41.0,32.8,24.2,4.4,7.2,2.9,2.9,1027.6,62,5
12,6.4,8.6,8.3,7.6,65.1,40.4,31.9,26.0,4.0,6.6,2.6,2.6,1028.8,62,8
15,13.5,10.6,9.2,8.2,44.1,45.6,28.3,25.2,2.6,3.5,1.7,1.7,1028.3,62,11
18,17.0,14.4,10.3,8.6,33.6,33.8,37.9,34.9,3.4,3.0,2.0,2.0,1025.2,62,14
21,16.3,15.5,11.6,9.6,40.4,31.7,36.1,38.5,3.1,3.3,3.0,3.0,1024.5,62,17
24,10.5,14.6,11.9,10.3,54.5,35.0,37.1,40.0,6.0,7.0,4.8,4.8,1025.6,62,20
27,8.5,13.8,12.1,10.4,67.5,41.3,39.0,42.2,6.0,8.1,7.3,7.3,1026.3,62,23
30,6.7,13.6,12.6,10.8,78.4,43.0,39.5,44.0,3.3,5.4,5.7,5.7,1025.7,63,2
33,5.5,13.5,12.7,10.9,82.9,43.4,41.0,45.0,2.6,5.0,5.5,5.5,1024.9,63,5
36,8.7,13.2,12.5,10.8,72.9,44.2,41.8,45.1,1.3,4.4,5.9,5.9,1026.8,63,8
39,18.1,15.2,12.8,11.2,44.9,46.2,40.7,41.5,1.6,3.2,7.6,7.6,1026.9,63,11
42,21.2,18.9,14.6,12.4,28.1,27.6,32.9,36.3,1.8,3.7,6.0,6.0,1023.9,63,14
