fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.6,19.0,15.5,13.7,82.1,59.2,67.3,69.9,1.4,1.8,2.2,2.2,1018.7,307,20
3,14.0,18.2,15.3,13.6,88.8,62.4,68.0,68.4,2.2,2.8,3.4,3.4,1019.1,307,23
6,13.1,17.0,15.0,13.4,92.0,69.2,68.4,68.1,2.0,3.3,2.1,2.1,1018.6,308,2
9,13.0,16.2,14.9,13.4,93.7,74.5,67.3,64.7,1.5,3.4,2.8,2.8,1017.9,308,5
12,15.0,15.7,14.9,13.5,88.0,77.3,65.1,62.6,1.8,3.9,3.8,3.8,1019.0,308,8
15,20.7,18.7,15.1,14.0,62.9,66.4,65.1,55.8,2.2,3.1,4.1,4.1,1018.3,308,11
18,22.3,20.7,16.4,14.3,52.9,53.4,64.8,70.2,2.7,3.5,4.0,4.0,1015.7,308,14
21,19.8,20.4,16.6,14.6,63.9,56.7,65.2,71.2,2.0,4.9,6.1,6.1,1015.0,308,17
24,17.6,18.7,16.5,14.8,73.8,66.4,67.9,70.0,3.0,6.7,7.3,7.3,1015.2,308,20
27,16.7,17.2,16.3,15.0,82.7,77.4,75.0,76.1,2.6,5.6,7.6,7.6,1015.2,308,23
30,16.0,16.2,16.0,15.0,91.7,87.4,83.0,83.7,2.3,4.7,5.2,5.2,1014.0,309,2
33,15.9,15.8,15.3,14.4,95.0,93.4,88.8,90.4,1.9,4.1,2.9,2.9,1013.0,309,5
36,16.4,15.7,15.0,14.1,95.0,96.1,91.3,93.3,2.1,3.6,2.3,2.3,1013.7,309,8
39,18.8,17.6,14.7,14.1,84.0,87.6,95.9,93.9,1.9,2.5,1.8,1.8,1012.9,309,11
42,20.6,19.7,15.7,14.1,75.1,76.9,91.4,97.6,1.1,1.5,1.8,1.8,1010.3,309,14
