fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.6,13.7,11.2,10.6,92.0,88.6,88.7,87.8,2.5,5.2,5.9,5.9,1022.3,281,20
3,14.4,13.4,11.6,10.9,93.4,90.1,88.5,87.7,1.2,3.3,3.0,3.0,1023.3,281,23
6,14.1,13.3,11.4,10.7,94.7,91.1,90.6,88.9,2.4,1.7,0.6,0.6,1022.3,282,2
9,13.2,13.1,11.1,10.7,96.7,92.2,91.8,86.2,2.7,3.4,3.7,3.7,1022.5,282,5
12,14.8,13.0,11.2,10.6,89.1,94.2,88.9,84.9,3.8,5.9,8.9,8.9,1024.2,282,8
15,18.3,15.8,11.7,9.9,67.8,73.2,87.4,91.2,7.4,9.2,10.5,10.5,1024.2,282,11
18,18.9,16.9,12.6,10.4,48.3,50.0,61.9,68.7,8.0,9.0,9.8,9.8,1023.5,282,14
21,16.6,15.6,11.5,9.4,42.2,38.5,45.0,50.3,5.9,7.7,10.7,10.7,1024.7,282,17
24,14.5,13.9,10.4,8.3,40.7,36.8,37.5,40.9,7.5,9.9,13.2,13.2,1026.7,282,20
27,11.9,12.6,9.5,7.4,49.3,38.1,36.2,39.2,5.4,7.9,11.2,11.2,1028.0,282,23
30,9.2,11.7,9.0,7.2,65.3,40.5,36.1,39.1,3.3,5.3,7.1,7.1,1027.4,283,2
33,8.1,10.2,8.5,6.8,70.7,48.3,38.7,41.0,4.0,7.0,5.4,5.4,1027.4,283,5
36,10.6,9.8,8.2,6.5,65.4,46.1,33.6,35.5,4.5,6.1,6.3,6.3,1028.9,283,8
39,15.7,12.6,8.3,6.2,34.8,34.4,40.8,42.2,4.6,5.1,5.9,5.9,1028.5,283,11
42,16.9,14.3,9.9,7.8,32.4,30.7,37.8,42.4,4.6,5.1,5.7,5.7,1025.6,283,14
