fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,13.6,16.0,12.3,10.6,56.7,41.4,48.2,46.3,4.5,8.7,8.5,8.5,1025.8
3,12.4,13.7,12.1,11.5,64.7,56.5,47.7,35.9,4.7,10.3,11.2,11.2,1025.8
6,11.2,12.5,12.1,11.9,78.3,68.3,52.2,36.2,4.1,9.6,10.5,10.5,1024.9
9,10.3,11.2,11.8,12.1,85.7,77.5,50.8,31.6,4.4,9.6,10.6,10.6,1024.6
12,12.6,11.0,12.1,12.9,76.3,77.4,44.8,23.5,4.7,10.4,11.6,11.6,1025.4
15,18.6,15.6,11.8,12.5,53.2,59.6,63.5,36.0,6.1,7.7,9.9,9.9,1025.1
18,21.1,18.9,14.5,12.8,46.7,49.5,60.7,57.4,4.7,6.2,7.4,7.4,1022.0
21,19.5,19.1,15.1,13.2,55.6,52.8,62.8,65.1,3.6,6.9,8.6,8.6,1021.4
24,16.5,17.3,15.1,13.9,67.1,61.0,63.6,60.5,3.7,8.7,10.7,10.7,1022.1
27,15.1,16.2,15.7,14.7,73.6,65.2,56.8,54.2,3.6,8.5,8.7,8.7,1022.1
30,14.1,15.4,16.1,15.2,78.8,68.4,54.1,51.1,2.9,6.5,5.3,5.3,1021.6
33,13.7,14.8,16.3,15.5,81.0,71.5,52.8,48.3,2.2,5.1,2.1,2.1,1021.4
36,15.2,14.7,16.3,15.5,76.7,72.4,51.8,46.8,1.6,3.8,1.2,1.2,1022.8
39,19.2,17.0,16.2,15.3,62.4,67.3,51.9,47.8,0.2,0.6,1.9,1.9,1023.0
42,19.8,18.3,16.0,15.2,60.4,63.1,55.0,46.5,0.3,0.9,2.7,2.7,1020.9
