fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,19.9,20.1,16.8,14.7,63.1,58.3,63.5,70.8,3.8,7.9,10.5,10.5,1020.0
3,18.2,18.2,15.5,13.5,66.7,62.8,61.4,68.9,4.9,9.0,12.7,12.7,1020.8
6,17.4,16.7,14.1,12.7,65.0,63.8,60.9,57.7,4.4,7.4,11.8,11.8,1020.5
9,16.5,16.1,13.3,12.0,67.2,65.4,68.4,57.5,3.7,6.5,11.3,11.3,1020.5
12,17.4,16.2,13.4,11.9,68.5,67.7,73.4,68.0,3.2,5.8,11.1,11.1,1021.7
15,19.9,18.0,14.0,12.3,62.0,64.4,74.7,76.4,3.0,4.5,10.0,10.0,1021.0
18,20.5,19.1,14.8,12.7,59.1,59.6,73.3,80.7,5.2,6.1,7.0,7.0,1019.4
21,19.7,18.8,14.9,13.0,63.4,62.8,73.5,78.8,5.3,6.9,9.0,9.0,1018.8
24,18.5,17.7,14.8,13.3,68.7,69.2,73.9,76.0,6.1,7.7,10.8,10.8,1019.6
27,17.7,16.9,14.7,13.4,77.0,77.9,76.0,73.5,5.5,7.7,11.9,11.9,1020.1
30,17.0,16.4,14.2,13.1,88.9,86.3,83.4,82.4,4.8,6.6,10.8,10.8,1019.8
33,16.8,16.2,14.2,13.1,92.6,90.4,87.0,84.8,4.6,6.8,11.3,11.3,1019.3
36,16.9,16.1,13.7,12.8,91.7,89.5,86.3,85.0,4.7,7.7,12.7,12.7,1020.9
39,16.6,15.6,13.7,12.9,88.5,84.7,81.0,80.9,5.0,7.7,13.6,13.6,1021.1
42,17.0,15.8,13.5,12.7,87.3,88.2,83.5,82.2,4.9,6.9,12.3,12.3,1019.2
