fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,17.1,17.0,15.4,15.8,87.0,86.8,97.6,99.2,3.6,5.5,7.9,7.9,1011.3,84,20
3,16.5,16.3,17.0,17.1,89.1,89.8,95.6,98.2,4.7,6.6,11.0,11.0,1010.6,84,23
6,15.4,15.4,15.6,16.1,95.1,94.2,95.1,95.2,7.8,5.3,0.4,0.4,1010.1,85,2
9,13.9,13.7,13.1,13.8,96.4,96.3,97.8,98.7,4.1,3.4,2.3,2.3,1008.6,85,5
12,12.1,11.4,8.7,9.1,91.7,93.6,98.9,99.0,8.1,8.1,10.7,10.7,1012.8,85,8
15,12.1,10.7,6.9,6.6,80.4,84.4,99.5,99.1,8.1,8.5,10.3,10.3,1014.4,85,11
18,12.6,11.3,7.2,5.5,73.7,76.9,93.8,99.6,8.3,8.8,10.4,10.4,1014.2,85,14
21,10.7,9.9,6.2,4.8,87.6,86.1,94.9,97.1,8.0,8.8,12.3,12.3,1016.0,85,17
24,9.7,9.0,5.8,4.6,87.2,87.1,91.2,90.0,6.3,7.9,12.4,12.4,1020.1,85,20
27,8.4,8.5,5.9,4.4,91.1,86.2,88.5,89.9,4.9,8.2,10.3,10.3,1022.3,85,23
30,7.2,7.9,6.0,5.3,93.3,85.6,83.5,82.1,4.3,6.3,8.5,8.5,1022.4,86,2
33,5.7,7.6,6.2,6.0,95.5,83.5,80.5,76.5,3.1,4.6,4.7,4.7,1023.6,86,5
36,8.8,7.8,7.2,6.5,87.6,80.5,74.1,70.8,2.8,3.1,3.9,3.9,1025.3,86,8
39,14.4,11.3,7.6,6.9,64.5,71.0,77.0,67.5,1.5,1.8,3.6,3.6,1025.9,86,11
42,17.1,14.5,10.3,8.1,54.4,57.0,70.1,77.7,1.0,1.4,1.4,1.4,1023.4,86,14
