fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.1,11.0,11.5,10.3,74.5,55.9,42.8,40.5,6.6,7.3,4.9,4.9,1018.7
3,5.3,10.3,11.8,10.8,81.1,56.8,37.4,33.4,5.4,6.3,6.6,6.6,1018.8
6,4.0,9.6,11.2,10.1,82.6,56.9,43.3,44.7,2.3,3.6,8.1,8.1,1019.6
9,3.8,8.9,10.5,9.4,83.1,60.8,50.4,52.1,1.0,2.1,7.4,7.4,1019.4
12,3.5,8.7,10.1,9.1,87.6,62.7,53.0,54.1,0.7,0.4,5.6,5.6,1020.6
15,12.3,10.2,10.1,9.2,59.5,62.3,53.2,53.9,1.1,1.4,4.1,4.1,1021.3
18,16.0,14.2,10.6,9.7,49.3,51.4,56.4,52.0,0.5,0.2,2.9,2.9,1019.4
21,13.4,14.6,11.3,10.4,62.9,51.6,55.3,49.7,1.2,1.0,2.1,2.1,1019.6
24,7.9,13.9,11.4,10.4,81.2,54.2,53.9,50.6,2.7,2.9,3.1,3.1,1020.6
27,5.5,13.3,11.6,10.5,88.5,56.2,50.1,48.6,3.6,3.8,4.6,4.6,1021.4
30,4.3,12.3,11.8,10.7,91.7,59.9,47.4,45.3,3.9,4.6,4.8,4.8,1021.4
33,3.6,11.2,11.8,10.8,93.5,64.6,46.2,42.5,4.1,5.2,4.0,4.0,1021.3
36,4.8,10.3,11.3,10.8,92.5,67.7,50.4,38.7,4.7,7.1,6.6,6.6,1023.2
39,13.4,11.1,11.7,11.6,64.9,67.7,47.2,30.5,3.9,6.1,8.2,8.2,1023.4
42,17.7,15.9,12.3,12.3,48.0,49.9,49.0,27.0,4.7,5.5,8.1,8.1,1020.3
