fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,14.6,15.3,14.1,12.9,78.0,74.2,72.9,76.6,8.4,6.3,14.1,14.1,1009.1
3,13.6,14.2,13.9,13.4,91.1,86.8,81.0,82.3,6.9,4.8,13.5,13.5,1008.6
6,13.3,14.0,13.7,13.2,94.2,91.8,86.4,87.7,3.6,2.6,9.0,9.0,1006.9
9,13.4,14.1,13.6,13.0,95.0,93.3,89.8,91.9,4.8,3.2,9.9,9.9,1005.6
12,14.0,14.4,13.6,12.9,94.8,93.5,92.5,93.9,7.4,4.1,12.9,12.9,1005.7
15,15.8,15.6,13.4,12.8,92.7,91.6,94.7,93.5,4.1,3.2,7.9,7.9,1005.4
18,16.7,16.1,13.1,12.5,88.2,89.6,93.3,89.7,5.0,4.5,7.5,7.5,1004.4
21,15.3,15.1,11.5,10.8,88.6,88.9,97.2,91.9,6.0,5.2,10.6,10.6,1005.8
24,13.5,13.5,10.1,9.1,92.7,92.3,99.3,94.9,6.6,6.8,12.8,12.8,1009.3
27,12.5,12.2,8.9,7.9,92.5,91.9,99.2,94.6,7.5,7.9,13.6,13.6,1011.9
30,11.3,11.0,7.7,7.4,91.8,91.9,98.4,88.3,7.1,7.8,12.5,12.5,1013.0
33,9.5,9.3,7.0,7.3,93.5,92.9,94.2,81.7,5.9,6.7,11.3,11.3,1014.5
36,10.3,8.9,7.7,8.2,85.7,89.7,81.8,69.8,4.8,5.1,9.3,9.3,1017.1
39,14.7,12.6,8.3,8.0,66.9,70.3,83.6,67.2,3.5,3.5,4.2,4.2,1017.6
42,16.8,15.0,10.7,8.6,56.7,56.9,69.9,75.9,3.0,3.2,3.7,3.7,1016.5
