fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.4,12.5,8.6,6.7,59.8,64.2,77.2,84.4,6.4,8.0,10.7,10.7,1029.9,293,20
3,12.7,11.0,7.2,5.6,66.7,68.8,80.8,85.7,6.4,9.2,11.7,11.7,1030.1,293,23
6,11.8,10.0,6.7,5.9,69.5,73.6,82.7,83.5,5.3,7.0,9.6,9.6,1029.0,294,2
9,10.7,9.0,6.7,6.2,71.2,75.4,83.8,84.1,5.8,7.5,9.8,9.8,1028.9,294,5
12,11.2,8.7,7.5,7.0,70.8,77.9,83.6,84.0,4.4,5.8,9.5,9.5,1029.6,294,8
15,15.8,12.5,8.6,7.9,62.8,70.1,83.8,84.0,3.1,3.9,6.7,6.7,1028.2,294,11
18,18.5,15.9,11.6,9.5,55.5,58.8,73.1,81.9,2.2,3.2,3.5,3.5,1024.9,294,14
21,17.9,16.8,12.6,10.5,60.0,57.3,70.3,78.8,2.5,3.4,3.9,3.9,1024.3,294,17
24,15.5,16.1,12.6,10.6,71.4,60.0,70.0,77.8,4.0,5.2,4.3,4.3,1024.8,294,20
27,14.1,15.1,12.5,10.8,77.5,65.0,70.3,76.7,4.5,6.4,3.4,3.4,1024.2,294,23
30,13.4,14.3,12.5,11.1,81.9,69.5,70.2,76.1,3.2,4.6,1.2,1.2,1022.7,295,2
33,13.1,13.5,12.3,11.1,84.8,75.8,71.6,76.9,3.1,4.2,1.2,1.2,1021.8,295,5
36,14.7,13.1,12.1,11.0,79.6,81.8,72.5,77.4,2.2,3.2,1.5,1.5,1022.8,295,8
39,18.3,16.0,12.4,11.7,65.7,70.6,75.9,75.3,0.6,0.9,1.4,1.4,1022.4,295,11
42,19.2,17.5,13.5,12.6,65.1,67.9,79.5,77.3,1.3,1.2,1.4,1.4,1019.4,295,14
