fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.0,13.4,10.2,8.5,66.2,44.2,49.0,51.4,2.8,7.8,5.2,5.2,1027.7,340,20
3,7.2,9.8,8.7,7.4,74.3,57.0,56.3,56.5,3.3,10.1,5.4,5.4,1029.3,340,23
6,5.5,7.5,8.0,6.5,80.8,65.7,57.3,60.2,2.8,9.1,7.2,7.2,1029.6,341,2
9,4.3,5.6,7.3,6.3,86.8,76.1,56.7,58.2,2.3,8.5,7.9,7.9,1029.9,341,5
12,4.8,4.5,6.3,5.5,87.4,86.3,61.1,58.6,2.3,7.9,9.6,9.6,1031.7,341,8
15,10.7,7.3,6.2,5.2,67.0,79.2,63.2,59.7,1.5,3.3,9.4,9.4,1031.8,341,11
18,13.9,11.1,6.9,5.0,53.3,59.7,73.8,75.4,2.2,3.6,4.7,4.7,1029.3,341,14
21,11.2,11.4,7.4,5.3,62.8,56.4,69.0,76.8,2.3,6.3,6.7,6.7,1029.4,341,17
24,8.8,10.5,7.2,5.2,72.2,59.2,67.4,73.8,3.5,9.9,10.2,10.2,1030.1,341,20
27,8.0,8.9,7.0,5.1,74.9,65.0,68.5,74.7,3.1,9.1,9.8,9.8,1030.8,341,23
30,7.3,7.5,6.2,4.7,79.1,74.4,72.3,77.1,3.0,9.5,10.7,10.7,1030.7,342,2
33,6.2,6.7,5.7,4.4,87.5,81.2,72.5,72.0,3.4,9.9,10.3,10.3,1030.1,342,5
36,6.6,6.2,5.5,4.6,86.1,83.6,75.4,59.1,3.5,9.9,10.9,10.9,1031.4,342,8
39,11.7,8.6,6.0,4.9,63.7,74.0,76.6,72.3,3.4,6.0,11.4,11.4,1030.8,342,11
42,14.2,11.7,7.4,5.5,54.6,60.4,76.1,81.0,3.4,5.3,6.6,6.6,1028.2,342,14
