fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,21.4,20.7,18.1,17.2,86.0,87.3,97.0,99.2,2.2,4.4,6.3,6.3,1017.3,281,20
3,20.7,20.2,18.7,18.0,90.1,90.9,97.6,98.4,2.1,4.4,7.0,7.0,1017.5,281,23
6,20.3,19.9,19.2,18.5,92.5,93.7,96.7,96.7,2.6,4.6,6.2,6.2,1016.4,282,2
9,20.5,20.0,19.6,18.8,94.9,96.0,97.7,98.1,2.3,4.5,6.9,6.9,1015.8,282,5
12,21.7,20.7,19.9,19.1,93.2,96.6,98.6,96.9,2.3,3.8,5.6,5.6,1016.9,282,8
15,24.7,23.2,20.1,19.1,83.0,87.1,98.0,98.3,2.0,3.1,3.6,3.6,1016.8,282,11
18,27.0,25.7,21.7,20.2,73.1,75.7,89.9,94.5,1.0,2.0,3.2,3.2,1014.1,282,14
21,26.3,25.9,22.4,20.8,77.9,76.8,86.8,91.8,1.7,2.8,4.1,4.1,1014.0,282,17
24,24.0,23.8,21.9,20.6,88.3,87.4,91.4,95.2,2.4,4.8,5.5,5.5,1015.9,282,20
27,23.0,22.6,21.2,20.3,93.1,93.5,96.9,98.0,3.2,5.7,3.4,3.4,1016.5,282,23
30,22.4,21.7,20.5,20.2,96.2,97.6,99.1,97.5,3.1,5.5,2.9,2.9,1016.1,283,2
33,21.9,21.2,20.0,19.6,96.8,98.2,99.5,98.9,3.7,6.4,4.1,4.1,1015.7,283,5
36,22.0,20.9,19.3,18.9,94.2,96.8,99.4,99.2,4.2,7.7,6.8,6.8,1017.3,283,8
39,22.2,20.7,18.0,18.0,88.2,92.2,99.4,99.6,5.4,8.0,11.5,11.5,1018.3,283,11
42,21.6,20.3,17.0,16.7,88.5,91.4,99.5,99.6,6.4,9.4,14.8,14.8,1016.9,283,14
