fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,14.8,14.0,11.6,11.2,92.1,89.9,83.4,84.4,3.2,5.6,9.2,9.2,1022.2
3,14.7,14.0,12.0,11.4,92.7,89.7,82.3,81.6,2.1,4.9,8.6,8.6,1022.2
6,14.7,14.0,12.4,11.5,92.9,90.5,78.0,77.9,1.8,3.8,7.3,7.3,1021.3
9,14.7,13.9,12.4,11.5,93.1,91.3,78.4,75.0,2.9,4.0,5.8,5.8,1021.1
12,15.6,14.0,12.4,11.6,87.4,90.3,80.9,74.1,2.1,3.2,5.7,5.7,1022.2
15,19.6,17.1,12.9,11.2,65.3,69.6,84.3,86.4,2.1,2.5,3.3,3.3,1021.9
18,21.6,19.6,15.3,13.2,56.6,57.7,70.2,77.5,1.9,1.7,2.6,2.6,1020.1
21,20.7,20.1,16.0,13.8,64.5,56.0,67.0,74.2,3.0,2.8,3.4,3.4,1020.0
24,17.4,19.4,15.7,13.7,76.8,58.3,66.5,73.2,3.6,4.0,3.3,3.3,1021.3
27,15.5,18.6,15.4,13.4,84.5,61.1,66.9,72.9,2.9,5.4,3.9,3.9,1021.8
30,14.7,18.1,15.2,13.3,87.9,61.2,66.8,72.2,2.9,4.8,3.1,3.1,1021.3
33,14.3,17.5,14.9,13.0,88.1,62.2,66.6,71.3,2.6,4.1,3.8,3.8,1021.6
36,16.9,17.0,14.7,12.8,79.6,64.2,66.8,71.6,3.4,5.0,4.8,4.8,1023.5
39,21.6,19.2,14.9,12.9,57.1,59.6,71.3,75.9,3.2,3.6,4.3,4.3,1023.2
42,22.8,21.0,16.6,14.4,51.2,51.2,63.1,70.4,3.9,3.8,4.1,4.1,1021.6
