fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,9.2,13.4,11.4,10.0,51.9,31.5,31.4,32.5,7.4,8.9,5.9,5.9,1024.4
3,8.0,13.2,12.1,10.7,57.1,32.8,32.5,32.2,6.3,8.0,5.8,5.8,1023.5
6,7.0,12.5,12.6,11.4,62.1,36.1,28.5,26.4,6.0,7.3,5.6,5.6,1021.9
9,5.7,12.0,13.2,12.2,71.0,40.0,24.3,23.4,5.2,5.6,5.4,5.4,1021.1
12,8.3,12.1,13.6,12.6,65.3,39.2,23.6,24.6,5.8,6.5,4.8,4.8,1021.9
15,16.8,14.5,14.2,13.0,44.1,43.4,25.0,28.7,2.9,4.1,6.2,6.2,1021.4
18,20.0,18.4,14.6,13.2,37.1,36.4,37.2,37.6,1.7,2.3,4.2,4.2,1019.3
21,15.7,18.3,15.0,13.1,58.4,42.3,44.1,47.3,2.1,1.8,3.2,3.2,1019.6
24,11.6,17.3,14.6,12.7,74.9,47.1,49.0,52.0,4.4,4.0,2.2,2.2,1020.9
27,9.9,16.4,14.0,12.1,80.7,49.5,53.4,56.3,1.5,2.3,1.2,1.2,1021.8
30,8.4,15.3,13.4,11.6,86.0,53.9,55.4,56.9,1.1,1.4,0.5,0.5,1022.1
33,6.9,13.8,13.0,11.5,91.2,60.1,55.8,54.5,1.0,1.6,1.2,1.2,1022.1
36,8.6,12.8,12.8,11.4,87.2,63.4,55.1,53.4,3.1,3.4,1.5,1.5,1024.0
39,16.9,14.4,13.4,12.1,60.2,63.9,48.9,47.2,2.0,2.4,3.5,3.5,1023.7
42,19.8,17.9,13.9,12.6,46.7,48.1,54.1,46.8,3.1,3.2,3.4,3.4,1021.2
