fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,5.3,6.0,2.7,0.9,83.7,72.9,82.3,88.4,1.7,1.8,2.4,2.4,1023.6,44,20
3,4.3,5.7,2.5,0.8,88.4,74.9,81.5,87.3,1.7,2.8,0.9,0.9,1024.9,44,23
6,3.7,5.6,2.6,0.6,91.3,74.5,78.1,84.7,1.5,2.5,1.1,1.1,1024.5,45,2
9,2.1,5.5,2.5,0.5,94.5,73.8,76.5,83.6,1.8,2.1,1.3,1.3,1023.5,45,5
12,2.9,5.1,2.3,0.4,93.2,74.8,78.1,84.6,0.4,1.3,1.4,1.4,1025.1,45,8
15,9.4,6.7,2.7,0.8,61.0,65.9,78.9,85.5,0.8,1.5,1.9,1.9,1025.9,45,11
18,10.2,8.1,3.9,1.9,56.8,59.4,73.9,82.4,0.5,1.1,1.8,1.8,1023.6,45,14
21,9.4,8.3,4.3,2.2,60.5,59.1,73.2,82.0,0.5,1.4,2.1,2.1,1023.8,45,17
24,7.1,7.9,4.1,2.0,71.5,60.6,72.6,80.9,2.1,5.3,5.1,5.1,1024.7,45,20
27,6.0,7.4,3.8,1.9,77.1,61.3,71.8,79.8,1.7,4.7,3.7,3.7,1026.1,45,23
30,5.0,5.7,3.5,1.7,81.9,72.2,73.1,79.1,2.1,6.3,4.0,4.0,1025.2,46,2
33,3.5,3.3,2.8,1.4,89.4,87.3,77.8,81.4,3.0,7.8,4.6,4.6,1025.1,46,5
36,3.7,2.1,2.0,0.9,83.8,90.7,82.8,85.0,3.6,7.2,6.1,6.1,1026.3,46,8
39,6.9,4.2,1.0,0.7,69.3,77.8,89.9,85.9,2.9,4.6,5.1,5.1,1026.6,46,11
42,9.3,6.9,2.8,0.8,60.6,64.9,80.1,87.8,1.7,2.7,2.9,2.9,1023.8,46,14
