fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,3.9,6.5,3.6,2.0,56.6,36.9,38.4,32.8,5.2,7.4,4.6,4.6,1032.5,361,20
3,2.1,5.1,3.2,1.9,56.8,33.6,32.3,23.5,4.7,8.3,3.8,3.8,1033.4,361,23
6,0.4,3.7,2.6,1.7,60.5,35.0,27.4,21.0,4.2,8.3,3.8,3.8,1033.3,362,2
9,-1.2,2.1,1.7,1.1,71.1,44.0,26.9,21.4,2.0,6.1,2.8,2.8,1033.1,362,5
12,-0.6,1.7,1.3,0.7,75.3,45.3,25.1,20.8,0.5,4.2,3.2,3.2,1034.5,362,8
15,5.9,2.5,1.1,0.5,47.2,50.2,22.8,22.1,0.1,0.7,3.3,3.3,1035.0,362,11
18,8.8,5.7,1.8,0.4,31.7,34.0,39.2,31.6,2.1,2.8,4.3,4.3,1032.3,362,14
21,6.0,6.1,2.3,0.3,41.4,32.8,38.9,40.6,3.7,6.0,7.4,7.4,1032.5,362,17
24,3.2,5.1,1.6,-0.4,54.2,41.9,50.0,54.5,5.7,10.5,12.8,12.8,1034.1,362,20
27,1.7,1.6,-0.3,-1.7,59.4,47.4,29.7,26.6,7.9,11.5,12.6,12.6,1036.0,362,23
30,-1.6,0.0,-1.6,-2.9,61.1,31.2,19.2,22.3,5.2,8.2,11.8,11.8,1035.8,363,2
33,-3.5,-0.9,-2.5,-3.8,66.3,29.4,20.6,22.5,3.4,5.6,9.5,9.5,1035.3,363,5
36,-2.8,-1.0,-2.7,-4.1,70.3,28.4,21.7,25.5,1.8,3.3,5.8,5.8,1036.5,363,8
39,3.9,0.3,-2.5,-3.8,33.7,37.2,25.3,27.9,1.6,2.6,3.6,3.6,1035.9,363,11
42,6.4,3.3,-0.7,-2.6,27.1,29.0,35.8,36.8,1.4,2.6,3.7,3.7,1031.7,363,14
