fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-2.4,-4.7,-8.1,-9.1,76.4,87.1,97.8,95.8,4.4,5.0,5.8,5.8,1034.2,53,20
3,-2.4,-4.7,-8.0,-9.1,76.5,87.3,93.6,93.0,5.0,5.7,6.9,6.9,1035.1,53,23
6,-2.5,-4.8,-7.9,-9.0,80.7,90.8,92.8,90.1,4.3,5.9,8.2,8.2,1034.9,54,2
9,-2.9,-4.7,-7.9,-8.9,82.8,89.6,91.6,86.9,5.1,6.7,7.6,7.6,1033.9,54,5
12,-2.3,-4.9,-8.1,-8.8,75.8,87.5,89.9,77.0,4.0,5.1,5.8,5.8,1035.0,54,8
15,0.6,-3.1,-7.1,-8.8,57.1,67.7,88.8,93.8,3.8,4.0,3.9,3.9,1034.5,54,11
18,2.6,-0.8,-4.9,-6.9,53.0,59.0,75.8,87.1,4.0,4.4,4.6,4.6,1032.5,54,14
21,1.8,-0.4,-4.4,-6.4,55.1,58.6,74.5,85.1,4.9,5.3,5.8,5.8,1032.5,54,17
24,0.8,-1.0,-4.7,-6.5,63.0,63.3,76.1,84.9,3.9,5.1,5.9,5.9,1033.5,54,20
27,0.4,-1.4,-4.8,-6.6,67.2,66.9,77.3,84.4,3.7,4.6,4.4,4.4,1033.5,54,23
30,0.0,-1.7,-4.9,-6.5,71.2,70.9,79.2,83.3,3.3,3.9,2.7,2.7,1033.2,55,2
33,-0.6,-2.5,-5.3,-6.6,78.6,81.5,83.6,85.3,3.9,5.4,3.9,3.9,1031.9,55,5
36,-0.7,-2.8,-5.5,-6.7,80.7,87.2,85.3,86.5,3.6,4.6,4.2,4.2,1032.7,55,8
39,0.0,-2.6,-5.7,-6.9,78.3,87.6,90.9,89.5,3.4,3.7,4.2,4.2,1033.2,55,11
42,0.7,-1.8,-5.5,-6.9,72.8,80.7,98.5,94.8,3.6,4.2,3.9,3.9,1031.0,55,14
