fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,18.0,20.9,17.2,15.2,74.4,52.8,58.9,64.4,2.3,2.1,3.1,3.1,1017.6
3,15.9,20.0,16.9,14.9,84.4,56.8,60.3,65.5,2.4,3.9,3.5,3.5,1017.9
6,15.0,18.5,16.6,14.7,88.1,65.6,62.2,67.4,2.2,5.2,4.1,4.1,1016.6
9,14.8,17.2,16.4,14.5,89.1,72.8,63.5,68.6,2.5,4.8,5.1,5.1,1015.9
12,17.5,17.3,16.4,14.6,80.9,71.5,61.9,67.0,1.6,3.8,4.3,4.3,1017.0
15,23.0,21.1,16.8,14.9,54.6,55.7,64.6,67.5,1.9,2.6,2.9,2.9,1016.7
18,24.2,22.9,18.4,16.2,48.3,47.5,58.2,65.0,2.2,2.8,3.5,3.5,1013.8
21,22.0,23.0,19.0,16.8,65.8,49.1,56.1,62.1,1.5,2.8,4.1,4.1,1013.6
24,17.8,21.9,18.9,16.9,76.7,53.6,55.8,60.9,2.6,4.2,4.2,4.2,1014.8
27,16.7,20.0,18.7,16.8,81.7,62.4,56.5,61.3,3.2,5.2,6.6,6.6,1015.4
30,15.7,18.6,18.5,16.6,85.7,68.7,56.4,59.9,2.2,5.6,8.3,8.3,1015.0
33,14.3,17.7,18.5,16.7,89.5,71.0,51.7,53.4,2.4,4.6,9.2,9.2,1015.2
36,17.5,17.6,18.7,17.2,80.0,69.4,46.4,45.7,1.2,3.2,8.3,8.3,1016.4
39,23.9,22.0,18.7,17.5,54.1,55.6,48.3,43.0,1.9,2.4,6.8,6.8,1016.5
42,26.2,24.9,20.6,18.4,38.8,36.9,43.9,47.5,2.1,3.2,4.6,4.6,1014.4
