fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.6,14.9,11.9,10.1,62.5,37.9,42.9,46.7,3.3,3.7,5.2,5.2,1018.8
3,9.4,14.2,12.1,10.5,66.5,40.0,44.5,47.1,4.7,5.0,5.3,5.3,1019.6
6,7.4,12.8,11.7,10.3,78.6,47.4,48.2,51.8,5.2,5.3,5.2,5.2,1019.0
9,6.5,12.2,11.7,10.3,83.0,51.7,49.4,50.6,2.6,3.1,2.8,2.8,1018.6
12,8.6,12.2,11.6,10.3,78.4,52.1,48.6,49.1,3.1,3.1,0.9,0.9,1019.6
15,17.1,14.9,11.9,10.5,51.3,52.0,48.0,48.0,1.5,1.3,0.5,0.5,1019.3
18,19.6,18.0,13.7,11.5,42.2,41.2,50.0,54.9,1.7,1.4,1.4,1.4,1016.1
21,18.3,18.4,14.5,12.4,53.5,40.7,47.7,52.2,1.9,2.9,2.3,2.3,1014.3
24,12.8,17.4,14.4,12.5,66.4,42.7,48.1,51.8,2.6,3.6,4.8,4.8,1014.5
27,12.4,15.7,13.6,11.9,73.6,51.7,54.8,58.5,1.4,2.1,3.6,3.6,1015.9
30,11.3,12.9,11.9,10.7,87.9,74.4,68.3,65.7,1.5,1.2,0.4,0.4,1015.7
33,10.2,12.3,12.0,11.0,93.1,79.1,65.0,58.4,2.5,2.2,1.8,1.8,1014.2
36,11.0,12.1,12.0,11.0,91.1,79.7,62.4,56.7,2.8,4.3,3.1,3.1,1016.3
39,18.3,16.2,12.8,11.9,60.3,63.4,58.2,45.1,2.1,2.9,6.1,6.1,1016.7
42,21.4,19.9,15.5,13.3,37.0,36.1,43.4,47.4,4.0,4.8,6.2,6.2,1014.4
