fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.5,9.8,7.2,5.4,61.5,35.2,32.4,35.7,5.6,6.8,3.3,3.3,1024.7,351,20
3,2.7,9.3,7.1,5.3,70.8,37.9,34.1,37.0,2.8,4.4,2.4,2.4,1025.6,351,23
6,1.3,8.1,6.7,4.9,79.5,43.8,37.9,40.1,0.8,3.5,3.0,3.0,1025.9,352,2
9,-0.0,6.8,6.1,4.4,85.2,50.4,41.4,44.1,3.2,4.3,3.7,3.7,1025.8,352,5
12,0.8,5.9,5.3,3.9,85.8,52.2,41.1,43.4,3.4,4.3,4.7,4.7,1027.4,352,8
15,9.1,6.3,5.0,3.8,51.1,53.5,32.2,32.0,1.3,2.3,5.0,5.0,1028.5,352,11
18,11.7,9.3,5.3,4.2,32.2,33.7,35.8,24.5,3.6,4.1,5.1,5.1,1026.2,352,14
21,7.2,9.0,5.2,3.7,46.8,31.2,32.3,24.8,4.3,4.8,4.5,4.5,1027.2,352,17
24,3.6,7.4,4.3,3.2,59.5,37.0,30.6,20.9,6.3,7.9,4.8,4.8,1028.5,352,20
27,1.6,5.6,3.3,2.2,72.4,45.7,37.1,26.2,5.3,7.3,5.5,5.5,1030.1,352,23
30,0.3,4.2,2.3,0.9,81.0,51.8,49.0,41.1,5.9,8.2,6.0,6.0,1030.9,353,2
33,-0.5,2.6,1.5,-0.2,82.6,54.5,49.9,53.4,5.1,7.7,7.4,7.4,1031.6,353,5
36,-0.2,-0.1,0.4,-1.0,79.5,71.4,49.1,46.7,6.1,9.6,7.0,7.0,1034.3,353,8
39,5.0,1.3,-0.9,-1.7,56.9,68.3,52.7,42.1,4.8,6.2,8.8,8.8,1035.1,353,11
42,6.8,3.5,-0.6,-2.6,40.3,46.0,57.8,57.0,4.7,5.3,5.9,5.9,1033.3,353,14
