fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.7,6.8,5.7,5.9,95.9,98.6,99.6,99.8,5.0,6.6,6.3,6.3,1021.0
3,6.8,5.8,5.0,5.3,95.5,98.1,99.4,99.8,6.1,7.7,6.4,6.4,1022.2
6,6.3,5.2,4.3,4.6,94.9,98.7,99.8,99.8,6.1,7.4,7.7,7.7,1022.5
9,5.5,4.2,2.2,2.9,94.2,98.0,99.9,99.9,7.2,8.9,11.4,11.4,1023.9
12,3.9,2.2,-0.0,1.1,91.3,96.9,99.8,99.9,8.0,9.9,13.7,13.7,1026.5
15,3.0,0.8,-1.6,-0.2,86.0,93.8,99.9,99.9,7.4,9.0,12.7,12.7,1028.5
18,2.2,0.3,-2.6,-2.3,87.3,91.7,99.7,99.8,7.7,8.6,10.8,10.8,1027.5
21,1.0,-0.9,-3.6,-3.4,90.1,95.1,99.3,99.7,6.4,8.4,10.9,10.9,1028.9
24,-0.2,-2.2,-4.2,-3.4,89.8,96.4,98.9,98.5,6.4,8.5,12.5,12.5,1030.7
27,-0.8,-2.8,-4.3,-3.3,88.4,95.9,96.8,97.2,6.1,8.1,12.3,12.3,1031.2
30,-0.9,-2.9,-4.3,-3.2,85.8,93.4,93.4,95.0,5.1,7.3,11.2,11.2,1030.9
33,-1.0,-2.9,-4.2,-3.1,84.1,91.3,90.7,92.5,4.7,7.2,11.1,11.1,1029.7
36,-0.7,-2.7,-4.1,-3.1,82.4,90.1,87.0,90.0,4.8,7.7,11.8,11.8,1030.3
39,0.7,-1.7,-3.9,-2.8,75.5,84.5,87.2,88.0,5.5,7.5,10.5,10.5,1030.2
42,0.3,-1.5,-3.8,-2.9,89.7,91.1,92.3,90.0,5.6,7.6,8.0,8.0,1028.0
