fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.1,6.4,3.0,1.2,74.5,53.7,65.8,71.5,1.0,2.5,5.0,5.0,1028.2
3,1.6,6.0,3.1,1.5,82.0,56.6,69.3,73.9,2.5,1.9,3.1,3.1,1028.5
6,0.4,5.6,3.1,1.7,86.9,59.2,72.1,74.8,2.2,2.0,1.6,1.6,1028.1
9,-0.3,5.1,3.0,1.8,89.4,61.9,72.2,70.9,1.6,1.2,1.0,1.0,1027.4
12,0.4,4.6,2.7,1.5,88.8,64.7,72.7,72.6,0.6,0.3,1.2,1.2,1028.3
15,8.2,5.5,3.0,1.8,58.4,64.6,69.5,69.1,0.5,0.8,1.0,1.0,1028.5
18,10.7,8.2,4.1,2.1,49.1,54.0,67.0,73.5,2.0,2.4,2.6,2.6,1026.1
21,7.4,8.2,4.3,2.5,63.0,52.7,64.4,69.1,3.3,4.0,3.6,3.6,1026.5
24,3.7,7.5,4.1,2.7,78.2,53.5,61.5,55.7,4.0,3.7,1.5,1.5,1027.9
27,2.3,6.7,3.7,2.5,82.8,54.5,57.5,46.3,4.6,4.8,2.7,2.7,1029.9
30,1.0,6.0,3.4,2.4,85.6,55.8,48.4,33.8,4.4,5.4,4.7,4.7,1031.0
33,-0.0,5.1,2.9,2.0,87.7,56.8,44.8,31.3,4.2,5.5,6.8,6.8,1031.1
36,0.7,4.1,2.1,1.3,85.8,58.0,48.5,34.9,3.5,6.0,6.7,6.7,1033.2
39,7.5,4.2,2.4,1.8,53.5,60.6,41.9,29.3,2.2,4.1,5.3,5.3,1033.6
42,10.1,7.1,3.0,1.5,39.7,43.6,52.6,43.1,2.7,3.2,4.0,4.0,1031.2
