fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,14.9,17.2,13.7,11.8,83.2,65.0,73.6,79.3,3.4,3.8,2.6,2.6,1018.6
3,13.1,15.8,13.1,11.4,89.9,70.7,76.5,80.6,2.1,5.3,1.9,1.9,1019.1
6,11.7,14.7,12.7,11.2,93.6,73.9,78.8,78.5,1.5,3.9,0.5,0.5,1018.5
9,10.6,14.0,12.3,11.2,94.5,73.9,80.3,72.2,1.5,3.8,1.0,1.0,1018.4
12,13.0,13.2,11.9,11.4,86.3,75.6,79.0,58.8,1.8,4.3,2.0,2.0,1019.8
15,18.5,16.1,11.9,11.2,62.5,66.6,78.6,57.0,1.3,1.9,2.4,2.4,1020.7
18,20.1,18.3,13.9,11.9,53.1,54.2,66.5,69.4,1.5,2.2,2.8,2.8,1018.1
21,17.2,18.2,14.2,12.4,69.2,54.0,62.8,61.3,1.3,2.6,3.8,3.8,1018.1
24,13.7,17.1,13.7,12.7,79.5,55.3,59.3,43.9,2.3,4.9,4.3,4.3,1019.8
27,12.0,15.7,13.3,13.2,83.8,57.1,51.5,28.6,2.0,5.9,5.9,5.9,1020.5
30,10.4,14.3,12.4,12.4,86.1,58.5,52.5,22.8,2.1,5.9,5.7,5.7,1020.9
33,9.6,13.3,11.6,11.4,87.6,66.0,63.9,35.5,2.7,6.5,6.8,6.8,1021.5
36,12.5,12.7,10.9,10.7,82.5,74.3,70.8,40.8,3.1,7.1,8.5,8.5,1023.5
39,18.2,15.6,11.4,11.7,59.4,64.1,71.3,27.8,3.9,5.6,7.6,7.6,1022.9
42,20.0,18.1,13.7,11.7,52.3,53.6,65.8,64.3,4.3,6.2,7.4,7.4,1019.6
