fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,12.2,10.8,8.5,7.8,93.5,94.7,93.3,94.5,5.1,6.5,8.1,8.1,1025.1,279,20
3,11.9,10.5,8.5,7.8,93.7,94.3,90.3,93.0,4.1,5.8,7.4,7.4,1025.5,279,23
6,11.7,10.3,8.1,7.5,93.3,94.4,88.8,89.8,5.0,6.3,7.8,7.8,1025.3,280,2
9,11.4,10.2,8.6,7.8,92.7,93.4,80.2,81.3,3.8,5.2,6.5,6.5,1025.3,280,5
12,12.3,10.2,8.8,8.0,86.1,92.3,76.5,74.1,3.9,4.7,6.8,6.8,1026.0,280,8
15,16.6,13.7,9.5,7.6,62.3,68.3,84.1,88.6,2.9,3.7,4.3,4.3,1025.0,280,11
18,17.9,15.9,11.7,9.6,56.4,58.9,72.6,80.2,1.3,2.1,3.0,3.0,1023.1,280,14
21,17.0,16.2,12.2,10.2,65.3,58.9,70.7,78.1,1.2,1.5,4.0,4.0,1023.2,280,17
24,15.4,15.8,12.3,10.4,74.3,61.7,70.6,77.4,0.4,2.0,4.7,4.7,1024.1,280,20
27,14.9,15.4,12.2,10.5,78.8,65.6,74.0,80.1,1.0,1.8,5.1,5.1,1023.9,280,23
30,14.3,14.9,12.1,10.5,81.8,69.5,77.8,85.0,2.6,4.6,4.7,4.7,1023.5,281,2
33,13.5,14.4,12.1,10.5,85.5,73.8,80.4,87.4,2.4,5.9,5.1,5.1,1023.0,281,5
36,15.5,14.3,12.5,11.0,79.9,77.5,76.4,82.1,2.0,5.4,6.9,6.9,1023.8,281,8
39,19.7,17.2,13.0,11.5,60.7,65.4,77.5,78.0,4.2,4.9,7.1,7.1,1022.9,281,11
42,21.0,19.1,14.7,12.7,56.5,58.5,72.0,77.3,3.6,4.2,5.3,5.3,1020.3,281,14
