fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,1.3,0.4,-2.9,-4.5,82.3,74.0,77.5,77.1,1.0,3.0,4.9,4.9,1026.5
3,0.7,0.1,-3.0,-4.5,81.4,70.6,72.6,75.0,1.1,2.9,5.7,5.7,1026.8
6,-0.6,0.1,-3.0,-4.5,86.5,68.3,72.0,76.4,1.5,2.4,5.0,5.0,1026.2
9,-2.2,0.0,-2.9,-4.3,89.2,66.3,72.4,76.5,2.4,3.9,4.4,4.4,1025.9
12,-1.2,-0.0,-2.8,-4.2,87.6,67.2,73.9,75.0,1.8,4.8,4.1,4.1,1027.6
15,4.5,1.5,-2.3,-3.9,59.6,66.2,76.7,71.6,0.9,1.4,2.2,2.2,1028.5
18,6.9,4.2,0.0,-2.0,45.1,47.2,59.0,66.4,0.7,0.9,1.6,1.6,1025.9
21,5.7,4.8,0.9,-1.1,56.7,45.1,55.0,61.4,3.3,3.3,1.3,1.3,1026.8
24,1.3,4.2,0.8,-1.1,68.2,47.0,55.5,60.4,2.5,3.3,0.6,0.6,1027.4
27,-0.3,3.6,0.5,-1.3,75.4,49.1,56.5,60.6,0.8,2.3,0.6,0.6,1027.9
30,-1.7,3.1,0.1,-1.6,81.6,51.0,58.3,62.6,2.2,2.9,1.5,1.5,1028.4
33,-1.0,3.0,0.3,-1.0,79.9,49.8,56.7,59.4,1.0,1.9,1.6,1.6,1027.3
36,-0.1,3.0,0.5,-0.9,79.8,48.8,55.8,61.4,0.8,2.3,2.4,2.4,1028.5
39,6.7,3.9,0.7,-0.8,50.9,53.7,56.9,63.3,1.1,1.6,3.5,3.5,1028.9
42,8.5,6.1,2.0,-0.0,47.8,49.6,62.3,69.0,0.9,1.5,2.4,2.4,1026.0
