fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.2,18.4,14.7,12.6,74.1,49.4,58.6,65.4,1.6,3.8,3.7,3.7,1024.2,301,20
3,13.6,17.2,14.2,12.3,77.1,48.0,58.1,66.3,2.1,5.0,2.6,2.6,1024.7,301,23
6,12.2,16.1,13.9,12.0,80.9,52.3,57.1,67.1,2.2,4.8,2.2,2.2,1024.0,302,2
9,11.1,15.2,13.4,11.7,86.2,58.8,57.5,66.2,1.6,2.4,2.2,2.2,1023.8,302,5
12,13.5,14.6,13.0,11.4,80.8,64.5,57.9,62.4,1.4,2.9,2.2,2.2,1025.0,302,8
15,19.2,16.7,12.9,11.5,57.9,61.0,63.0,56.8,1.0,1.1,1.9,1.9,1024.6,302,11
18,20.6,18.6,14.3,12.1,49.4,50.2,61.9,68.7,0.4,1.0,2.0,2.0,1021.9,302,14
21,18.3,18.6,14.5,12.4,67.4,51.1,61.6,68.1,1.2,1.7,2.9,2.9,1022.1,302,17
24,16.2,18.1,14.4,12.4,72.6,52.3,61.6,67.6,1.6,3.1,2.6,2.6,1022.6,302,20
27,15.1,17.6,14.2,12.4,78.4,53.2,62.0,65.8,1.9,2.7,1.6,1.6,1022.8,302,23
30,13.1,17.0,14.0,12.3,84.1,55.7,62.7,66.6,1.6,2.1,1.8,1.8,1022.8,303,2
33,12.3,16.4,13.8,12.2,85.9,58.5,63.2,65.7,0.4,2.1,0.9,0.9,1022.8,303,5
36,14.5,16.3,13.8,12.5,82.5,58.6,62.9,60.2,0.1,2.0,1.2,1.2,1024.3,303,8
39,20.5,18.0,14.2,13.5,55.9,57.9,62.9,50.4,0.9,0.9,1.0,1.0,1024.0,303,11
42,22.1,20.1,15.8,14.0,50.0,50.6,60.2,58.6,1.2,0.9,0.3,0.3,1021.9,303,14
