fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,14.5,13.8,10.4,8.3,43.2,39.3,41.8,45.9,6.2,9.0,13.1,13.1,1027.5
3,11.9,12.7,9.6,7.5,49.9,38.5,37.6,40.8,5.6,8.8,12.1,12.1,1029.2
6,9.7,11.3,8.6,6.7,60.0,42.3,38.6,41.1,5.5,8.0,9.2,9.2,1028.4
9,8.1,10.3,7.8,6.0,69.0,43.2,34.5,37.6,4.9,6.6,8.8,8.8,1028.4
12,10.7,10.0,7.4,5.8,64.1,37.5,29.3,30.5,4.4,6.2,9.0,9.0,1029.6
15,15.4,12.2,7.9,5.8,32.9,31.7,38.9,41.6,5.5,6.1,7.2,7.2,1029.0
18,16.6,13.9,9.6,7.4,31.6,29.7,36.7,41.0,5.5,6.1,6.7,6.7,1026.2
21,14.8,14.1,10.0,7.8,42.6,32.2,38.6,42.7,4.3,5.4,6.0,6.0,1025.4
24,10.8,13.5,9.6,7.6,62.5,34.5,39.3,41.3,3.9,4.7,5.2,5.2,1026.4
27,10.5,13.0,9.4,7.4,64.0,35.5,39.1,39.8,2.0,3.0,4.0,4.0,1027.1
30,9.2,12.6,9.1,7.2,70.9,36.3,38.3,39.0,2.4,3.1,4.7,4.7,1026.3
33,8.1,12.1,8.8,6.9,76.5,38.1,39.9,42.7,2.7,3.2,4.6,4.6,1026.2
36,11.4,11.5,8.4,6.5,67.1,40.0,40.6,44.4,1.8,4.1,3.8,3.8,1027.8
39,16.2,13.2,8.9,6.7,38.5,38.5,47.6,52.5,2.0,3.0,3.4,3.4,1027.6
42,17.5,14.9,10.6,8.4,38.0,37.5,46.5,52.0,2.2,2.8,3.2,3.2,1024.8
