fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,18.9,23.9,20.7,18.8,73.2,44.6,45.4,45.7,3.8,4.9,3.8,3.8,1019.3,289,20
3,17.4,22.6,20.2,18.4,77.1,47.1,43.9,41.7,4.6,6.7,4.3,4.3,1020.3,289,23
6,15.7,21.4,19.7,18.0,81.1,46.5,39.7,36.1,4.0,5.8,4.5,4.5,1020.0,290,2
9,14.2,20.4,19.2,17.6,83.2,44.8,35.1,29.8,3.7,5.0,5.8,5.8,1019.4,290,5
12,17.6,19.8,19.0,17.3,71.9,45.4,31.2,27.6,3.3,5.1,7.6,7.6,1020.7,290,8
15,24.5,22.4,19.2,17.6,45.9,45.2,31.1,26.5,3.3,4.2,7.8,7.8,1021.0,290,11
18,26.1,24.6,20.2,18.0,34.4,31.8,37.9,40.2,4.5,5.2,6.1,6.1,1018.3,290,14
21,22.6,23.9,20.2,18.1,51.4,37.7,40.0,42.5,4.0,6.9,8.1,8.1,1018.0,290,17
24,19.3,21.5,20.0,18.1,59.5,47.1,39.6,41.1,5.2,9.6,10.6,10.6,1018.6,290,20
27,17.7,19.5,20.1,18.4,68.2,56.7,35.2,35.5,6.1,9.5,10.9,10.9,1018.8,290,23
30,16.1,18.5,19.8,18.2,75.1,60.2,37.2,38.1,4.9,7.0,8.8,8.8,1018.1,291,2
33,15.0,17.8,19.7,18.2,80.5,62.8,40.5,43.2,4.5,6.2,6.3,6.3,1017.6,291,5
36,17.6,18.0,19.8,18.3,75.2,61.0,42.2,43.8,4.3,5.8,5.2,5.2,1018.6,291,8
39,24.3,22.3,20.0,18.5,52.5,53.4,41.7,43.5,3.1,3.3,5.6,5.6,1018.3,291,11
42,26.6,25.2,20.8,18.7,43.5,42.4,50.8,53.0,3.5,3.3,4.0,4.0,1015.0,291,14
