fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,17.0,19.8,20.5,19.0,51.8,42.4,30.1,29.9,4.0,7.5,7.1,7.1,1010.9,52,20
3,14.9,17.9,19.8,18.4,60.1,49.1,35.2,33.2,3.5,7.1,9.9,9.9,1012.2,52,23
6,13.0,17.1,19.3,18.0,71.8,55.1,44.2,40.3,2.6,5.1,10.2,10.2,1012.7,53,2
9,11.5,16.5,18.7,17.8,82.3,61.2,48.5,40.2,2.4,3.7,9.8,9.8,1013.2,53,5
12,13.9,16.4,18.4,17.6,77.3,65.2,45.0,33.9,2.3,4.1,9.5,9.5,1015.3,53,8
15,22.2,20.3,17.7,17.2,52.2,55.1,44.4,29.6,2.1,3.1,8.3,8.3,1016.2,53,11
18,24.0,22.3,18.0,15.9,38.7,39.7,47.5,51.7,4.1,5.1,5.7,5.7,1015.0,53,14
21,19.1,18.2,14.3,13.1,43.7,43.0,51.2,53.3,7.0,11.0,14.2,14.2,1017.9,53,17
24,13.0,12.3,9.1,10.9,44.6,44.3,45.5,36.5,7.3,13.7,19.2,19.2,1021.9,53,20
27,9.0,8.0,6.2,9.3,49.8,50.3,42.0,28.4,5.3,11.1,17.8,17.8,1024.8,53,23
30,6.9,5.9,4.7,8.6,56.5,57.7,48.7,31.6,4.6,9.7,16.6,16.6,1024.7,54,2
33,5.9,4.8,3.0,6.1,62.5,64.9,62.7,38.7,4.7,9.7,15.5,15.5,1024.4,54,5
36,6.1,4.2,2.4,4.9,65.8,72.0,64.5,39.5,5.3,9.7,17.2,17.2,1025.4,54,8
39,10.4,7.6,3.5,5.7,52.3,59.3,72.2,42.5,5.8,8.5,11.2,11.2,1024.2,54,11
42,14.1,11.6,7.3,5.5,42.6,46.2,57.8,63.1,5.6,8.0,9.6,9.6,1020.5,54,14
