fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.1,7.0,5.4,4.0,93.1,90.6,84.4,88.8,3.8,5.6,4.8,4.8,1024.9,339,20
3,7.8,6.8,5.0,3.4,95.4,90.4,83.0,86.3,2.8,3.3,4.2,4.2,1025.4,339,23
6,7.2,6.5,4.6,3.2,97.2,91.5,84.3,85.8,2.4,2.7,4.3,4.3,1025.1,340,2
9,6.4,6.1,4.2,2.8,98.1,93.4,87.4,86.3,2.7,3.5,4.5,4.5,1024.0,340,5
12,6.4,5.5,4.0,2.7,96.6,96.2,86.7,82.4,2.0,2.9,3.7,3.7,1024.9,340,8
15,10.0,7.3,3.8,2.7,71.7,81.6,90.2,80.0,2.0,2.6,2.8,2.8,1025.4,340,11
18,12.3,10.0,5.8,3.7,53.7,58.8,73.3,80.6,1.5,2.1,2.7,2.7,1022.4,340,14
21,9.3,10.2,6.3,4.3,65.6,56.0,67.6,73.6,0.6,2.0,3.6,3.6,1022.2,340,17
24,7.2,9.1,5.8,4.0,74.5,58.0,64.6,65.8,4.4,4.9,4.4,4.4,1022.8,340,20
27,5.9,7.9,5.0,3.5,80.2,62.0,64.6,62.9,3.1,4.7,4.3,4.3,1024.1,340,23
30,5.0,6.8,4.4,3.3,83.8,68.4,65.3,56.9,3.2,4.4,5.2,5.2,1024.3,341,2
33,3.3,5.9,3.9,3.4,90.3,75.6,70.4,53.0,3.5,3.8,4.2,4.2,1023.4,341,5
36,4.2,5.4,3.5,3.0,89.6,79.8,76.3,57.6,2.7,3.0,3.1,3.1,1025.0,341,8
39,9.9,7.3,3.7,3.1,64.6,72.9,77.4,58.0,0.5,0.4,1.2,1.2,1025.3,341,11
42,11.7,9.5,5.3,3.6,53.8,58.8,71.6,67.8,1.2,1.6,2.1,2.1,1023.2,341,14
