fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,10.5,11.8,8.6,7.2,81.6,70.3,81.9,87.2,3.1,6.0,3.5,3.5,1021.4,74,20
3,8.5,10.4,8.7,7.3,85.0,69.5,81.4,86.7,2.0,6.1,3.8,3.8,1022.3,74,23
6,7.1,9.4,8.7,7.1,87.9,69.6,81.4,88.8,2.0,5.8,2.7,2.7,1022.0,75,2
9,6.0,8.3,8.4,7.0,90.5,75.1,79.5,86.6,2.4,6.7,3.8,3.8,1021.2,75,5
12,8.4,7.5,8.5,7.3,82.5,83.7,75.6,82.9,2.7,7.2,6.1,6.1,1022.7,75,8
15,15.8,12.9,9.4,8.6,60.3,67.6,77.2,76.7,3.2,4.5,5.9,5.9,1022.1,75,11
18,19.4,16.9,12.5,10.4,51.9,55.7,68.9,75.7,3.7,4.0,4.7,4.7,1019.4,75,14
21,19.0,18.1,13.9,11.8,52.6,51.5,62.8,69.6,3.3,4.3,5.4,5.4,1018.4,75,17
24,14.5,16.1,13.6,11.9,71.7,62.3,65.9,69.4,3.9,8.9,7.7,7.7,1019.4,75,20
27,12.7,13.8,14.0,12.7,81.4,73.7,64.9,67.3,3.5,8.2,8.8,8.8,1019.6,75,23
30,11.1,12.5,14.6,13.3,92.0,84.5,64.7,68.2,2.5,6.0,6.6,6.6,1018.9,76,2
33,10.4,11.8,14.6,13.4,95.7,89.9,67.3,71.3,2.2,4.7,4.6,4.6,1018.0,76,5
36,12.4,12.0,14.6,13.3,88.8,89.2,68.9,72.7,2.3,3.5,3.1,3.1,1019.4,76,8
39,18.0,15.8,14.7,13.4,69.5,75.5,67.8,71.1,1.3,1.1,2.2,2.2,1019.3,76,11
42,22.0,20.0,15.8,13.8,55.3,58.5,69.9,74.9,1.2,1.1,1.2,1.2,1016.2,76,14
