fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,22.4,24.1,22.4,20.4,57.3,51.7,50.4,53.2,7.4,5.7,11.6,11.6,1008.0,71,20
3,20.1,21.0,20.1,18.6,73.6,69.4,64.4,66.9,4.5,4.0,5.8,5.8,1009.0,71,23
6,17.7,18.2,17.5,16.8,92.3,88.3,81.2,81.2,4.0,3.4,7.1,7.1,1008.9,72,2
9,16.5,17.5,17.3,16.6,96.6,92.7,83.5,81.7,0.9,1.5,4.7,4.7,1008.7,72,5
12,17.6,17.3,16.8,16.1,94.9,93.1,86.6,86.2,0.8,0.7,4.2,4.2,1010.9,72,8
15,23.0,21.4,17.3,15.5,69.1,72.9,87.0,94.0,0.6,0.2,1.1,1.1,1011.2,72,11
18,25.3,24.1,19.6,17.6,59.0,60.4,74.2,81.2,0.4,0.8,1.1,1.1,1009.5,72,14
21,25.2,24.9,20.8,18.6,58.2,56.8,68.3,75.5,1.6,1.7,1.3,1.3,1009.2,72,17
24,20.1,22.8,20.5,18.6,79.3,65.0,68.9,74.9,3.3,3.6,4.3,4.3,1010.6,72,20
27,18.8,20.7,20.2,18.4,83.2,73.8,71.2,77.4,4.5,5.3,8.1,8.1,1011.1,72,23
30,17.7,19.3,20.0,18.3,90.2,82.9,75.8,81.1,5.4,4.7,8.7,8.7,1010.8,73,2
33,16.5,18.6,20.0,18.7,95.0,88.6,76.9,77.6,4.2,3.5,8.3,8.3,1010.4,73,5
36,19.1,18.6,19.9,18.6,87.9,88.9,76.9,79.3,3.6,3.0,3.4,3.4,1011.8,73,8
39,24.8,23.1,19.0,17.9,67.9,72.2,83.4,83.6,2.2,2.3,4.9,4.9,1012.8,73,11
42,22.7,21.4,17.7,16.1,72.7,76.1,87.8,92.8,5.8,5.4,7.4,7.4,1011.8,73,14
