fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,16.5,17.7,16.0,14.5,50.6,47.0,44.7,43.7,11.4,8.3,17.7,17.7,1008.1
3,14.9,15.5,14.2,13.7,60.0,57.2,53.1,49.0,10.5,8.4,18.4,18.4,1009.1
6,13.4,14.2,13.9,13.9,70.1,67.3,59.8,53.2,10.5,7.4,16.0,16.0,1007.7
9,12.3,13.7,14.8,14.3,80.6,77.2,57.5,56.0,9.1,6.0,9.0,9.0,1006.8
12,15.2,14.9,15.3,14.6,73.2,74.1,61.7,63.6,8.8,5.8,9.7,9.7,1007.6
15,22.2,20.8,16.3,15.2,52.1,53.9,66.0,65.4,6.2,5.6,8.0,8.0,1007.7
18,25.3,24.1,19.7,17.4,47.1,47.5,58.8,65.5,4.3,3.4,4.2,4.2,1005.4
21,24.5,24.3,20.4,18.4,51.3,49.7,58.3,64.2,5.5,4.2,6.1,6.1,1005.1
24,19.6,21.1,19.6,18.1,69.2,64.6,61.9,64.8,6.8,4.5,10.4,10.4,1006.7
27,17.8,19.4,19.6,18.1,78.2,72.5,66.0,68.6,6.3,4.3,12.4,12.4,1007.6
30,17.9,18.8,18.9,18.0,83.1,80.6,77.0,77.4,6.2,4.4,11.5,11.5,1007.0
33,17.7,18.5,18.0,17.3,88.8,87.0,84.7,85.0,7.9,4.9,13.2,13.2,1006.2
36,18.3,18.3,17.3,16.5,90.5,89.8,88.8,90.5,6.5,4.8,11.9,11.9,1007.9
39,21.6,20.8,17.5,16.2,79.8,82.0,90.2,94.3,4.3,4.3,9.2,9.2,1008.6
42,22.2,21.5,18.1,16.8,81.3,82.7,90.6,92.5,6.9,4.8,11.8,11.8,1006.8
