fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,8.0,7.9,5.3,5.5,83.8,79.1,74.5,58.5,0.8,1.1,0.6,0.6,1022.7
3,7.5,7.8,5.8,5.8,87.9,79.8,70.2,60.1,1.0,1.1,1.0,1.0,1022.6
6,6.3,7.7,6.1,5.9,93.5,80.0,63.6,57.7,0.3,1.0,1.8,1.8,1021.8
9,5.4,7.6,6.4,6.4,96.1,80.6,60.1,50.9,0.9,1.4,2.1,2.1,1021.2
12,7.0,7.6,6.1,6.1,93.0,81.1,61.2,43.2,0.2,1.1,2.5,2.5,1022.5
15,12.8,10.2,6.6,6.9,60.8,67.7,65.1,35.3,1.0,0.7,1.0,1.0,1022.5
18,15.3,13.1,9.0,7.5,48.2,51.3,61.1,49.0,1.0,0.6,0.4,0.4,1020.4
21,12.6,13.5,9.7,8.7,59.2,48.7,57.4,39.0,2.7,2.5,0.4,0.4,1020.0
24,8.9,12.8,9.7,9.8,74.1,51.2,51.6,21.0,2.6,2.7,1.8,1.8,1021.2
27,7.2,12.2,10.3,10.6,82.3,54.1,35.2,14.5,3.2,3.5,2.6,2.6,1021.5
30,6.2,11.5,10.4,10.8,87.1,58.4,32.5,13.4,2.4,3.6,3.2,3.2,1021.1
33,6.5,10.5,10.1,10.8,87.8,62.3,35.5,15.5,2.3,5.9,4.8,4.8,1020.1
36,9.1,9.3,9.4,10.1,77.4,69.1,43.3,21.4,2.9,6.3,7.7,7.7,1021.5
39,13.5,11.6,10.2,10.6,60.3,65.0,40.0,21.0,3.3,5.2,9.8,9.8,1021.0
42,14.7,13.3,9.9,10.6,55.2,57.4,57.0,36.9,2.4,3.7,8.3,8.3,1018.4
