fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,13.5,13.2,9.9,8.9,88.9,88.3,98.5,99.4,2.3,3.6,3.7,3.7,1011.8
3,12.8,12.4,9.9,9.3,92.4,91.8,97.1,97.6,2.8,4.6,3.5,3.5,1013.1
6,12.1,11.8,9.7,9.5,95.3,95.1,97.3,95.9,2.0,3.7,2.9,2.9,1012.6
9,11.7,11.4,9.5,9.4,96.2,96.9,98.4,95.6,1.7,3.5,3.0,3.0,1012.8
12,12.9,11.7,9.2,9.2,89.8,93.9,98.9,95.8,2.4,3.2,3.8,3.8,1014.8
15,15.4,13.7,9.8,9.2,78.6,83.1,99.3,97.6,3.2,4.1,4.7,4.7,1015.0
18,16.8,15.4,11.2,9.7,74.3,77.2,95.6,99.5,3.3,4.1,4.5,4.5,1013.6
21,16.1,15.3,11.3,9.8,78.9,80.0,94.7,99.2,3.5,4.8,5.8,5.8,1013.6
24,14.4,14.1,10.8,9.7,88.1,87.4,95.6,98.1,2.7,5.0,6.8,6.8,1014.3
27,13.6,13.1,10.2,9.3,90.9,91.1,97.3,98.8,2.9,5.1,4.9,4.9,1016.2
30,13.0,12.3,9.8,9.2,91.4,93.2,96.2,96.4,3.4,5.7,7.0,7.0,1016.1
33,12.4,11.7,8.9,8.8,91.6,93.6,98.1,94.9,3.4,5.8,8.3,8.3,1016.2
36,12.9,11.6,8.4,8.2,86.6,90.8,99.9,96.6,4.3,6.4,7.7,7.7,1018.1
39,14.9,13.1,9.1,7.9,76.4,81.5,99.0,99.6,3.8,5.2,6.1,6.1,1018.5
42,15.6,14.3,10.1,8.6,74.4,77.7,95.2,99.9,4.1,5.8,6.7,6.7,1017.6
