fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.4,7.9,5.3,3.6,72.3,56.7,58.2,62.4,7.8,9.3,8.0,8.0,1020.8
3,3.8,6.6,5.4,3.6,80.1,62.1,56.0,60.5,5.2,6.7,6.3,6.3,1021.8
6,2.0,5.9,5.2,3.6,86.7,64.0,55.0,57.9,5.4,5.6,3.8,3.8,1020.8
9,0.8,5.1,5.1,3.5,89.6,67.6,54.4,54.4,4.2,4.8,2.3,2.3,1020.1
12,3.3,5.1,5.2,3.6,84.5,66.9,51.3,49.6,3.0,2.8,0.4,0.4,1021.0
15,11.3,8.8,5.5,4.0,55.8,59.0,51.7,47.6,2.8,2.9,3.1,3.1,1021.3
18,13.8,11.8,7.4,5.3,44.7,44.5,55.2,61.4,4.1,4.3,4.8,4.8,1017.9
21,12.7,12.3,8.2,6.1,53.1,47.7,57.4,63.0,4.3,5.2,6.4,6.4,1016.2
24,7.8,10.3,8.2,6.6,71.8,57.8,58.9,60.9,4.7,7.7,8.8,8.8,1016.2
27,6.5,8.2,8.8,7.5,75.9,66.6,57.0,59.4,4.2,7.9,12.1,12.1,1016.0
30,6.2,7.0,9.6,8.4,79.0,73.4,55.9,58.7,4.0,6.2,8.6,8.6,1015.1
33,7.0,7.1,9.9,8.9,75.2,73.4,57.8,62.2,4.4,5.5,7.5,7.5,1013.0
36,7.7,7.4,9.6,8.7,78.0,76.2,66.5,73.4,4.8,5.7,7.6,7.6,1013.2
39,9.9,9.0,9.2,8.6,77.4,79.2,75.5,81.8,3.5,4.1,6.8,6.8,1013.5
42,11.1,10.3,9.2,9.0,79.9,82.0,83.7,87.4,3.7,4.1,7.7,7.7,1010.6
