fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,19.9,20.9,18.1,16.2,71.4,63.5,68.0,72.6,2.7,7.1,10.1,10.1,1019.5,286,20
3,19.3,19.3,18.0,16.5,75.4,71.6,70.8,72.4,3.6,7.6,11.9,11.9,1019.8,286,23
6,18.7,18.6,17.7,16.5,80.6,78.9,75.9,71.6,2.4,6.2,10.7,10.7,1018.9,287,2
9,18.3,18.3,17.8,16.7,87.9,85.8,76.7,69.7,1.4,4.8,7.1,7.1,1018.8,287,5
12,19.2,18.2,18.2,17.1,88.3,90.2,71.6,60.9,2.0,5.1,4.0,4.0,1019.3,287,8
15,22.7,20.8,18.8,17.8,76.6,82.0,68.0,56.7,2.2,2.6,2.8,2.8,1018.5,287,11
18,24.4,23.0,19.2,18.2,68.0,70.6,75.1,60.6,0.8,0.9,1.1,1.1,1016.3,287,14
21,23.1,22.8,19.7,18.3,76.4,72.6,69.5,62.4,1.9,2.4,2.1,2.1,1015.7,287,17
24,21.0,21.5,18.9,17.5,87.3,77.8,73.7,68.7,5.2,5.4,3.2,3.2,1017.1,287,20
27,19.6,19.6,18.1,16.7,91.0,82.4,80.1,76.8,5.3,5.8,3.4,3.4,1017.6,287,23
30,18.6,18.8,18.1,16.9,92.9,83.7,79.0,75.7,4.2,4.2,2.8,2.8,1016.6,288,2
33,18.0,18.5,18.1,17.1,94.2,84.4,77.1,74.0,2.1,2.2,1.0,1.0,1016.0,288,5
36,19.3,18.4,17.9,16.9,89.3,85.7,77.4,74.5,2.8,2.9,1.2,1.2,1017.4,288,8
39,24.0,21.9,17.7,16.6,66.8,70.7,83.3,79.5,1.1,1.2,1.1,1.1,1017.1,288,11
42,25.7,24.3,19.9,17.8,58.2,59.0,71.3,78.3,0.4,0.5,0.8,0.8,1014.7,288,14
