fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,5.9,6.5,3.2,1.3,48.2,37.8,40.3,44.2,3.0,9.3,9.9,9.9,1030.2,334,20
3,4.4,4.6,1.8,0.2,50.6,40.0,36.5,36.4,3.0,9.5,12.0,12.0,1031.7,334,23
6,1.8,3.0,0.5,-0.3,58.2,38.0,26.6,17.4,2.3,7.7,9.5,9.5,1031.6,335,2
9,-0.1,2.1,0.1,-0.1,66.2,36.4,17.8,12.2,2.1,6.1,8.2,8.2,1031.0,335,5
12,1.4,1.6,0.1,-0.6,64.9,34.4,15.6,14.4,1.3,3.1,6.4,6.4,1033.6,335,8
15,6.7,3.3,-0.3,-1.0,32.2,34.1,26.5,17.5,0.9,1.5,4.2,4.2,1033.5,335,11
18,8.6,5.7,1.5,-0.5,26.8,27.1,33.5,36.2,1.4,2.2,2.8,2.8,1030.6,335,14
21,6.1,5.9,2.0,0.0,38.9,27.5,33.2,34.8,1.5,2.1,2.5,2.5,1029.7,335,17
24,3.4,5.5,1.8,0.0,50.6,27.9,31.7,29.7,1.2,1.8,2.4,2.4,1029.8,335,20
27,1.6,5.1,1.6,0.4,60.0,28.8,30.2,22.2,1.6,1.6,0.9,0.9,1030.1,335,23
30,0.3,4.6,1.6,1.0,66.2,30.6,27.8,17.0,1.9,2.4,1.8,1.8,1028.8,336,2
33,-0.7,4.2,2.0,1.4,70.7,33.5,24.6,18.2,1.5,3.5,3.5,3.5,1027.4,336,5
36,1.6,4.3,3.1,2.1,65.0,33.8,23.2,24.7,2.5,5.6,4.8,4.8,1027.6,336,8
39,9.5,6.7,4.4,3.3,35.3,36.1,27.3,29.7,3.1,4.7,7.9,7.9,1026.5,336,11
42,12.7,10.6,6.4,4.5,31.2,30.4,37.0,38.6,3.0,4.3,5.7,5.7,1022.7,336,14
