fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.9,17.3,14.5,13.4,93.5,93.7,97.3,98.7,7.0,8.3,10.0,10.0,1019.6
3,17.0,16.1,13.4,12.4,94.1,94.8,97.9,98.7,6.8,8.0,10.7,10.7,1021.0
6,14.7,13.7,10.6,10.1,91.6,90.4,91.3,89.9,10.5,12.8,17.5,17.5,1022.5
9,12.1,10.9,7.7,6.7,74.4,73.7,74.3,67.9,9.8,12.3,19.0,19.0,1024.9
12,11.4,10.0,7.0,6.4,76.0,73.5,75.1,69.2,7.1,9.2,14.1,14.1,1028.0
15,12.4,10.1,7.0,6.3,75.1,83.1,80.9,69.9,4.2,6.4,14.5,14.5,1028.3
18,13.1,11.0,7.2,5.5,71.2,77.3,88.0,87.0,6.6,7.9,11.8,11.8,1028.1
21,13.0,11.2,7.4,5.6,70.4,74.9,85.1,87.0,5.8,8.4,10.7,10.7,1029.3
24,12.8,11.1,7.3,5.4,62.7,64.5,72.7,77.4,5.1,8.3,11.3,11.3,1031.0
27,12.4,10.5,6.6,4.7,55.1,57.9,68.7,74.3,5.1,9.3,12.5,12.5,1032.4
30,11.7,9.7,5.9,4.3,55.3,59.2,70.3,73.1,5.5,9.6,13.1,13.1,1032.7
33,11.2,9.2,5.5,3.9,54.8,58.2,67.8,72.1,5.3,9.4,13.0,13.0,1031.9
36,11.0,8.7,5.4,3.8,50.8,55.4,67.4,73.8,5.6,9.0,12.7,12.7,1033.8
39,12.2,9.3,5.3,3.4,51.8,58.2,72.5,80.0,5.3,8.7,12.5,12.5,1033.8
42,13.0,10.5,6.4,4.2,48.8,53.1,66.2,74.5,5.1,8.8,10.3,10.3,1031.3
