fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,-1.7,0.2,-3.3,-4.8,59.8,38.2,42.5,41.0,2.0,2.1,3.1,3.1,1035.3
3,-2.4,0.0,-3.3,-4.8,64.2,37.9,40.4,38.9,0.6,1.6,3.1,3.1,1035.5
6,-3.2,-0.1,-3.3,-4.8,69.1,37.7,39.3,39.8,0.2,2.0,3.6,3.6,1034.5
9,-4.1,-0.4,-3.4,-5.0,73.6,38.4,40.6,42.4,2.2,2.5,2.5,2.5,1033.7
12,-2.7,-0.6,-3.6,-5.1,67.6,39.2,42.3,43.0,1.1,2.8,2.6,2.6,1034.8
15,4.1,0.7,-3.3,-4.9,35.1,38.3,45.6,43.5,1.6,2.5,3.7,3.7,1035.4
18,5.9,2.8,-1.3,-3.4,33.2,34.0,42.8,48.1,2.2,3.0,3.5,3.5,1032.5
21,3.5,3.4,-0.6,-2.6,54.3,33.3,40.9,45.2,2.5,3.3,3.9,3.9,1032.4
24,-0.3,2.9,-0.7,-2.5,57.9,32.6,36.9,37.7,4.3,3.8,4.8,4.8,1033.2
27,-0.8,2.6,-0.7,-2.5,58.3,31.8,32.5,32.4,1.6,1.7,4.3,4.3,1033.7
30,-1.8,2.3,-0.8,-2.5,62.8,31.7,30.6,30.4,1.1,0.9,3.7,3.7,1033.5
33,-2.4,2.0,-0.9,-2.6,65.1,31.9,30.2,29.9,1.1,0.5,2.2,2.2,1032.5
36,-1.7,1.8,-1.1,-2.7,63.3,31.7,30.3,30.1,0.7,0.5,1.3,1.3,1034.0
39,5.5,2.6,-1.0,-2.5,35.9,34.1,32.1,30.1,0.7,0.6,1.0,1.0,1034.1
42,6.6,4.0,-0.0,-1.9,32.7,31.6,38.1,39.0,1.3,1.1,1.6,1.6,1031.2
