fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,-3.8,-6.5,-10.2,-12.0,41.7,45.3,54.1,60.1,6.0,7.7,9.3,9.3,1042.3
3,-5.2,-7.3,-10.9,-12.4,44.5,43.5,47.6,51.1,5.9,8.0,8.8,8.8,1042.9
6,-6.4,-8.0,-11.3,-12.5,47.4,41.8,42.4,42.5,5.9,8.7,8.5,8.5,1042.2
9,-6.9,-8.5,-11.4,-12.9,48.1,43.1,39.3,39.7,5.1,8.0,8.0,8.0,1042.1
12,-6.5,-8.9,-11.6,-12.8,44.3,43.0,35.5,34.8,4.3,6.9,8.5,8.5,1042.8
15,-2.3,-6.7,-10.7,-12.3,22.4,30.0,40.1,37.5,4.7,5.3,6.3,6.3,1042.8
18,-0.1,-3.9,-8.0,-10.0,24.6,25.2,33.5,38.6,4.9,5.6,6.1,6.1,1039.1
21,-1.3,-3.1,-7.1,-9.1,31.3,26.8,34.2,38.2,4.4,5.9,6.5,6.5,1038.6
24,-4.4,-3.3,-7.0,-8.8,48.0,27.9,33.1,33.4,3.9,6.4,7.7,7.7,1038.9
27,-5.1,-3.2,-6.7,-8.3,54.5,28.7,31.7,30.6,2.5,5.5,7.3,7.3,1039.3
30,-5.4,-3.2,-6.4,-7.8,55.9,29.5,29.5,25.7,2.4,6.2,6.7,6.7,1038.6
33,-5.7,-3.1,-6.1,-7.3,57.1,29.9,27.4,23.2,2.8,6.9,7.0,7.0,1036.8
36,-4.4,-3.1,-5.8,-7.1,52.5,29.3,24.6,21.6,3.0,6.6,5.9,5.9,1037.9
39,2.4,-1.4,-5.2,-6.5,20.7,26.1,25.6,19.6,2.7,3.3,4.3,4.3,1037.6
42,4.4,1.2,-2.9,-5.0,22.5,21.1,26.1,28.9,2.0,2.4,2.9,2.9,1034.4
