fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.3,8.0,6.4,7.1,87.4,65.2,60.7,38.8,4.1,5.1,3.6,3.6,1029.0
3,3.2,7.1,6.2,7.0,90.9,68.9,63.1,41.3,2.8,7.7,5.0,5.0,1029.4
6,2.3,5.6,6.8,7.7,94.4,79.4,57.8,38.6,1.7,6.9,4.8,4.8,1028.3
9,1.5,4.4,7.3,8.1,96.9,89.8,56.2,38.6,2.0,5.7,5.0,5.0,1027.0
12,2.6,3.0,8.1,8.4,97.6,97.2,54.4,41.2,2.5,5.7,5.4,5.4,1027.5
15,6.2,3.8,9.3,9.5,85.6,97.1,51.2,42.5,2.0,2.9,3.9,3.9,1027.2
18,9.9,7.6,9.5,10.0,72.7,81.2,54.4,46.4,0.5,1.1,2.9,2.9,1023.4
21,8.4,8.6,9.7,10.3,82.4,78.2,57.1,47.9,0.7,2.4,2.4,2.4,1022.5
24,7.3,8.7,10.0,10.6,88.2,78.9,57.5,49.8,0.2,2.1,4.6,4.6,1022.3
27,6.2,8.5,9.6,10.4,92.2,81.6,62.3,54.3,0.9,0.6,5.2,5.2,1021.3
30,6.0,8.0,9.3,9.4,94.2,83.4,66.7,63.2,1.7,2.7,5.3,5.3,1020.0
33,6.2,7.4,8.8,8.5,95.1,86.8,75.9,73.7,1.6,2.9,6.9,6.9,1018.5
36,5.7,7.5,8.7,8.4,96.5,85.8,75.0,74.4,2.8,2.9,7.6,7.6,1018.8
39,12.0,10.0,9.5,9.0,74.8,81.3,69.5,66.1,2.1,2.4,7.1,7.1,1018.6
42,16.0,14.4,10.3,9.1,57.2,60.3,70.4,65.3,2.2,3.4,7.0,7.0,1016.2
