fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.6,12.9,9.3,7.3,66.8,51.2,58.8,64.8,3.6,5.9,4.6,4.6,1027.5
3,10.1,11.7,8.9,7.0,72.2,56.6,60.5,65.2,3.1,5.5,5.2,5.2,1028.3
6,8.7,9.3,8.0,6.5,80.2,72.8,67.3,69.1,3.9,10.2,7.7,7.7,1028.2
9,7.4,8.2,7.1,5.8,85.8,74.3,70.4,75.2,3.1,9.1,9.0,9.0,1028.7
12,8.2,8.1,6.8,5.3,80.8,70.6,65.2,73.8,2.8,8.4,8.2,8.2,1030.5
15,13.8,10.6,6.6,5.2,51.9,59.0,65.9,65.3,3.1,5.5,8.1,8.1,1030.1
18,15.3,12.6,8.3,6.2,43.5,46.9,58.7,65.8,3.2,5.0,5.6,5.6,1026.9
21,12.3,12.5,8.5,6.4,55.5,48.5,59.4,65.9,2.4,5.9,6.7,6.7,1027.0
24,9.7,11.2,8.0,6.0,66.4,53.5,62.1,68.6,3.6,9.2,9.2,9.2,1027.5
27,8.9,10.2,7.9,6.0,69.7,57.1,60.8,66.6,3.1,8.3,10.1,10.1,1028.3
30,9.2,8.9,7.7,6.0,68.6,64.5,61.7,65.4,3.4,8.8,10.2,10.2,1027.8
33,9.2,8.3,7.4,6.1,71.6,71.2,64.5,64.5,3.2,8.3,10.7,10.7,1027.1
36,9.5,8.2,7.0,5.9,71.2,70.3,66.2,65.1,3.9,9.7,12.3,12.3,1028.2
39,13.5,10.6,7.0,6.1,54.9,61.9,68.7,64.6,4.3,6.8,11.4,11.4,1027.5
42,15.4,13.0,8.7,6.9,50.2,54.5,68.2,71.9,4.1,6.1,7.2,7.2,1024.4
