fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,2.3,4.0,6.7,6.0,91.4,80.6,52.0,59.0,4.3,5.9,3.9,3.9,1021.9,8,20
3,1.5,4.1,7.2,6.1,94.1,81.3,58.1,65.6,4.7,5.6,4.0,4.0,1022.1,8,23
6,0.7,4.7,7.3,6.3,95.1,79.0,65.1,70.1,4.2,4.3,3.6,3.6,1021.4,9,2
9,0.5,5.1,6.8,5.9,95.5,79.1,71.0,73.3,2.1,3.1,5.3,5.3,1020.8,9,5
12,1.4,5.7,6.5,5.7,95.6,77.6,75.5,77.2,0.7,2.1,5.4,5.4,1021.4,9,8
15,9.7,7.5,6.8,5.9,69.6,75.8,75.8,77.3,0.7,1.4,6.8,6.8,1021.6,9,11
18,13.1,11.3,7.2,5.4,57.9,62.3,76.7,79.2,4.8,5.9,7.9,7.9,1019.0,9,14
21,10.9,11.0,7.1,5.1,61.6,57.8,66.8,70.1,5.4,8.0,10.1,10.1,1020.3,9,17
24,7.1,7.4,4.4,3.1,70.6,66.3,70.1,59.1,8.0,10.1,12.6,12.6,1023.6,9,20
27,3.6,3.4,1.9,2.1,83.4,80.8,71.7,44.4,7.5,9.5,10.2,10.2,1026.4,9,23
30,1.2,1.9,0.8,0.7,91.4,83.6,78.0,53.9,5.9,7.9,8.8,8.8,1027.2,10,2
33,-0.1,0.4,-0.7,-1.5,92.8,86.7,86.4,75.0,5.8,7.6,6.0,6.0,1027.8,10,5
36,-0.6,-1.1,-1.6,-2.4,90.5,85.3,80.2,72.6,4.7,5.9,5.1,5.1,1029.9,10,8
39,4.1,0.9,-1.6,-2.3,59.8,69.5,67.6,56.9,2.7,2.9,4.4,4.4,1030.6,10,11
42,6.9,4.0,-0.1,-1.6,45.9,50.9,63.2,55.8,2.1,2.3,2.6,2.6,1028.1,10,14
