fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,13.6,13.4,10.6,9.4,90.8,89.0,95.6,94.7,6.3,6.8,6.0,6.0,1019.8
3,13.2,12.5,10.3,9.2,92.2,93.4,94.8,93.6,4.6,5.5,4.9,4.9,1021.8
6,12.6,11.7,9.7,8.9,94.4,96.4,95.7,93.9,6.1,7.3,7.7,7.7,1021.7
9,11.7,11.0,9.1,8.4,95.4,97.9,95.3,92.8,5.0,5.5,6.7,6.7,1021.4
12,12.0,10.6,8.8,8.1,91.0,96.5,93.3,90.3,2.2,2.6,4.1,4.1,1022.4
15,14.7,12.4,8.6,7.5,74.7,81.7,97.1,97.0,2.2,2.4,2.3,2.3,1023.0
18,16.2,14.3,10.2,8.2,66.3,70.6,86.3,93.8,1.1,1.3,1.6,1.6,1020.5
21,14.8,14.5,10.6,8.7,75.4,69.9,83.6,90.6,1.6,1.2,1.2,1.2,1020.9
24,13.5,14.1,10.8,9.0,81.8,73.0,80.8,86.6,2.0,4.1,3.8,3.8,1021.0
27,11.9,13.7,10.9,9.3,89.6,75.8,80.7,84.2,1.8,2.9,3.4,3.4,1021.4
30,11.4,13.3,10.9,9.5,92.7,79.3,80.8,84.7,0.4,1.5,3.2,3.2,1021.1
33,11.4,13.0,11.1,9.8,93.7,82.0,79.9,82.1,1.5,3.6,3.9,3.9,1020.1
36,12.1,12.5,11.0,9.8,91.6,85.5,80.9,82.1,2.7,5.2,4.2,4.2,1021.3
39,17.3,15.0,11.5,10.3,69.1,75.4,80.3,78.4,3.2,3.4,4.6,4.6,1020.9
42,19.4,17.7,13.4,11.3,57.6,59.9,73.0,80.0,2.6,2.6,3.1,3.1,1018.5
