fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-0.1,3.4,0.8,-0.7,64.6,41.7,44.3,43.6,1.5,3.9,9.2,9.2,1034.7,358,20
3,-0.6,3.3,1.1,-0.4,66.9,43.3,44.8,43.7,0.4,2.4,6.2,6.2,1034.6,358,23
6,-2.0,3.4,1.3,-0.2,74.1,44.6,47.6,48.8,1.7,2.2,5.4,5.4,1033.9,359,2
9,-2.8,3.4,1.3,-0.3,78.9,45.4,52.3,52.8,3.2,2.4,5.3,5.3,1033.2,359,5
12,-1.6,3.4,1.2,-0.2,76.4,46.3,55.1,45.9,3.3,1.3,3.5,3.5,1034.1,359,8
15,6.7,3.8,1.6,0.5,47.8,48.9,49.8,35.7,2.4,2.7,0.8,0.8,1034.1,359,11
18,8.9,6.3,2.4,1.4,42.3,44.8,49.9,33.1,2.8,2.8,0.7,0.7,1030.9,359,14
21,4.3,6.5,3.1,2.3,63.0,44.5,44.5,29.8,4.1,5.2,3.5,3.5,1030.4,359,17
24,1.4,6.1,4.0,3.9,72.7,44.7,30.3,20.1,5.2,6.8,3.6,3.6,1030.7,359,20
27,0.3,5.8,5.2,4.9,76.4,44.7,21.2,18.0,4.9,7.0,4.7,4.7,1030.5,359,23
30,-0.6,5.5,6.2,5.8,79.4,44.3,19.1,16.3,4.6,6.8,5.0,5.0,1029.6,360,2
33,-1.5,5.5,7.1,6.9,84.3,44.1,17.7,15.0,3.4,4.6,3.4,3.4,1027.9,360,5
36,-0.1,5.5,7.4,7.4,78.6,43.9,18.5,14.2,4.8,6.9,4.2,4.2,1028.5,360,8
39,7.4,5.9,7.8,7.7,56.2,45.9,19.5,13.6,3.6,7.1,7.7,7.7,1028.3,360,11
42,11.7,9.5,8.1,7.9,43.1,44.7,22.1,15.2,3.2,3.8,6.8,6.8,1025.4,360,14
