fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.1,17.0,14.0,12.0,67.2,54.7,61.2,67.1,5.1,8.7,7.5,7.5,1022.1
3,13.7,15.2,13.4,11.6,73.1,62.9,65.9,71.9,3.8,9.3,9.9,9.9,1022.6
6,12.5,13.3,12.5,11.0,81.6,74.8,72.4,75.4,3.7,8.8,9.3,9.3,1021.8
9,11.0,11.8,11.8,10.3,87.4,78.8,74.2,75.2,2.9,7.5,8.4,8.4,1021.4
12,12.3,11.2,11.1,9.7,79.4,78.3,71.4,71.7,2.7,6.7,6.2,6.2,1022.6
15,17.9,15.2,11.0,9.7,53.8,59.7,70.5,61.5,2.7,4.0,5.1,5.1,1021.7
18,20.0,17.9,13.5,11.4,43.2,45.5,56.1,58.6,2.4,3.7,4.4,4.4,1018.6
21,17.3,17.9,13.9,12.0,52.9,46.7,55.2,57.7,2.4,5.7,6.9,6.9,1017.3
24,13.8,16.4,13.8,12.1,69.6,55.8,62.6,66.7,2.2,6.3,9.4,9.4,1018.2
27,12.2,15.1,13.9,12.4,80.5,63.3,66.1,72.7,2.1,4.9,6.6,6.6,1019.1
30,11.4,13.3,13.4,12.3,86.8,75.1,71.0,74.8,2.8,6.6,5.5,5.5,1019.0
33,10.5,12.0,13.3,12.3,93.2,86.8,74.2,74.9,1.7,5.4,3.8,3.8,1018.6
36,12.6,11.7,12.7,11.6,87.3,90.0,78.7,78.4,2.2,4.3,3.2,3.2,1020.4
39,18.5,15.9,12.3,11.2,65.3,73.1,82.4,80.2,1.8,2.2,3.8,3.8,1021.0
42,20.7,18.5,14.1,11.9,51.2,55.1,68.3,76.3,4.7,4.8,5.4,5.4,1019.4
