fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,0.9,3.6,0.1,-1.5,64.5,43.1,46.0,43.2,1.1,0.5,1.8,1.8,1031.9
3,-0.8,3.2,-0.1,-1.6,72.1,43.7,48.3,45.0,2.2,1.3,0.8,0.8,1032.5
6,-2.0,3.0,-0.1,-1.7,77.2,44.3,49.5,47.8,1.3,1.9,2.9,2.9,1032.1
9,-2.2,2.8,-0.2,-1.8,79.4,45.4,51.4,49.0,1.2,1.7,2.5,2.5,1031.6
12,-1.1,2.6,-0.3,-1.8,77.0,45.6,50.8,45.8,0.6,1.8,1.2,1.2,1032.7
15,6.4,3.4,0.0,-1.5,47.8,48.6,48.7,46.5,1.4,2.4,3.1,3.1,1032.9
18,8.9,6.1,2.0,-0.1,35.9,36.9,45.6,50.4,2.0,2.9,3.8,3.8,1029.8
21,6.7,6.7,2.8,0.8,48.9,34.7,41.1,44.1,1.7,4.2,5.6,5.6,1029.5
24,1.2,5.8,2.3,0.4,62.4,34.4,36.7,37.9,4.1,7.5,8.0,8.0,1030.9
27,-0.9,4.9,1.6,-0.2,70.7,34.9,37.2,38.0,3.8,6.8,7.6,7.6,1031.9
30,-2.3,3.7,1.1,-0.3,76.8,36.0,35.4,32.7,3.6,5.7,6.9,6.9,1032.3
33,-3.1,3.0,0.8,-0.3,79.8,36.9,32.6,26.8,3.4,6.2,6.2,6.2,1032.1
36,-1.8,2.9,0.9,0.1,74.9,36.5,30.6,24.2,4.0,5.2,4.6,4.6,1033.4
39,6.3,3.3,1.1,0.4,47.1,44.0,30.7,20.1,0.2,1.8,2.9,2.9,1033.5
42,9.0,6.2,2.1,0.4,36.7,36.9,43.9,39.4,1.3,0.9,0.9,0.9,1030.5
