fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.2,4.8,1.1,-0.7,64.2,56.1,67.7,69.7,2.8,4.8,5.7,5.7,1031.8
3,4.4,4.4,0.9,-0.9,67.4,55.5,62.6,62.9,2.1,5.4,5.4,5.4,1031.8
6,2.0,3.8,0.6,-1.0,77.5,54.5,53.6,53.5,2.2,5.0,4.3,4.3,1030.1
9,0.2,3.1,0.5,-0.6,82.6,50.6,48.4,35.6,2.9,5.3,4.0,4.0,1027.9
12,1.7,2.2,0.3,-0.0,74.2,51.9,43.5,23.7,4.5,7.1,6.3,6.3,1027.7
15,7.8,4.8,0.9,1.4,42.4,45.8,45.4,14.7,4.8,5.2,6.1,6.1,1026.6
18,10.9,8.2,4.0,2.4,36.2,37.0,45.0,40.1,4.4,4.4,4.9,4.9,1022.7
21,10.1,9.3,5.4,4.3,44.3,39.8,47.3,42.2,3.8,4.8,5.8,5.8,1020.6
24,5.8,8.2,6.5,6.1,63.9,51.3,54.4,46.7,6.4,8.3,9.5,9.5,1019.9
27,4.8,7.4,7.7,7.2,78.1,63.4,59.9,53.5,7.1,8.2,13.1,13.1,1019.2
30,4.2,6.7,8.3,8.4,86.4,72.5,60.9,49.3,8.1,8.4,12.9,12.9,1017.5
33,4.1,6.2,8.7,8.8,90.9,81.1,62.7,56.1,7.8,7.6,11.4,11.4,1015.4
36,6.2,6.5,9.3,9.4,87.1,84.4,65.4,60.3,8.1,8.0,10.5,10.5,1015.9
39,14.0,12.0,10.2,10.6,63.8,68.7,66.0,59.6,7.2,7.1,12.7,12.7,1015.4
42,18.0,16.6,12.2,12.1,56.1,58.1,70.8,62.9,7.9,7.5,10.8,10.8,1011.7
