fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.4,12.0,8.6,6.9,62.1,49.6,57.8,61.0,4.0,3.9,2.9,2.9,1028.0
3,9.9,9.8,6.9,5.0,81.8,65.6,68.6,73.4,6.1,8.7,8.6,8.6,1029.4
6,9.2,8.6,5.5,3.5,89.3,76.9,73.7,80.0,3.4,7.2,8.1,8.1,1029.1
9,8.8,8.6,6.0,4.4,90.4,81.5,72.7,73.5,2.9,7.8,9.5,9.5,1028.1
12,9.3,8.0,5.8,4.8,71.2,65.6,51.2,47.1,7.0,12.6,16.2,16.2,1029.7
15,12.4,9.4,5.1,3.1,34.4,36.5,45.2,46.9,8.6,11.5,13.1,13.1,1030.5
18,13.0,10.4,6.1,4.0,31.1,31.6,39.6,44.8,8.0,10.1,11.1,11.1,1028.7
21,10.4,10.0,6.0,3.9,38.3,33.6,39.7,44.5,4.4,8.4,10.5,10.5,1028.9
24,7.3,9.2,5.8,3.7,50.3,35.9,37.8,41.9,3.5,9.8,12.4,12.4,1029.4
27,6.0,8.4,5.9,3.8,54.5,37.1,34.1,37.1,3.4,10.5,12.2,12.2,1029.4
30,5.2,7.9,6.4,4.6,56.0,37.7,31.2,33.1,3.1,9.9,13.4,13.4,1028.0
33,5.2,7.9,7.6,5.9,55.6,38.3,26.5,26.8,3.4,10.6,15.9,15.9,1026.6
36,7.3,7.7,7.7,6.1,52.3,39.1,25.6,24.7,4.7,11.0,17.4,17.4,1027.7
39,12.6,9.7,5.8,4.8,35.7,37.4,33.9,24.9,6.1,7.8,12.1,12.1,1028.0
42,13.6,11.1,6.9,4.7,29.8,29.2,36.2,40.2,5.4,6.2,7.0,7.0,1026.0
