fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,6.9,9.0,6.3,4.3,39.2,28.1,27.2,29.4,4.8,9.6,15.8,15.8,1025.6,333,20
3,5.5,8.3,6.6,4.8,46.2,30.6,26.4,27.5,3.3,9.3,13.8,13.8,1026.0,333,23
6,4.6,7.5,6.4,4.8,49.8,33.3,25.4,25.0,3.5,9.3,12.8,12.8,1025.0,334,2
9,3.6,7.6,6.7,5.1,54.7,32.1,22.1,23.0,2.5,7.7,6.2,6.2,1024.1,334,5
12,5.4,8.1,7.3,5.6,51.4,29.7,22.5,23.3,3.6,8.0,10.5,10.5,1024.0,334,8
15,13.5,11.1,8.3,6.6,31.1,30.8,20.7,20.8,3.3,5.4,12.0,12.0,1022.9,334,11
18,15.8,14.2,9.9,7.7,21.6,19.8,24.1,26.8,4.9,7.3,8.7,8.7,1020.0,334,14
21,11.0,13.9,10.2,8.2,38.8,23.7,24.9,26.6,2.5,5.1,8.3,8.3,1019.8,334,17
24,7.7,12.6,10.0,8.2,51.9,28.8,27.8,28.7,2.4,3.3,7.3,7.3,1020.4,334,20
27,5.7,11.8,9.6,8.0,63.1,32.0,29.8,30.6,0.9,2.0,5.2,5.2,1021.5,334,23
30,4.3,11.2,9.5,7.9,72.2,33.5,32.3,33.5,1.1,2.8,5.7,5.7,1020.8,335,2
33,3.5,10.3,9.5,8.0,76.9,37.7,34.4,34.9,1.2,2.5,5.7,5.7,1020.1,335,5
36,5.2,9.9,9.4,8.0,74.0,40.7,35.0,33.4,2.9,3.1,3.8,3.8,1020.7,335,8
39,14.0,11.9,10.0,8.5,45.0,45.9,32.1,30.8,2.1,3.0,4.6,4.6,1019.6,335,11
42,16.7,15.3,11.2,9.3,33.4,32.9,37.3,36.1,1.9,2.0,2.5,2.5,1015.7,335,14
