fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,5.9,5.9,2.2,0.4,73.2,64.7,77.8,85.6,1.3,1.5,1.8,1.8,1024.5,9,20
3,5.2,5.6,2.1,0.2,78.5,67.1,77.5,85.0,1.0,2.5,2.5,2.5,1024.4,9,23
6,4.4,5.4,2.0,0.1,83.1,70.0,76.9,84.3,1.6,3.0,1.6,1.6,1023.5,10,2
9,3.7,5.1,2.0,0.0,87.5,72.1,76.8,84.1,1.1,1.4,0.8,0.8,1022.7,10,5
12,4.2,5.0,1.8,-0.1,86.4,71.3,77.5,84.9,1.2,0.3,3.2,3.2,1024.2,10,8
15,8.0,5.9,1.9,0.1,62.0,66.7,78.7,84.2,1.2,1.2,2.3,2.3,1024.2,10,11
18,8.4,6.7,2.7,0.7,59.2,61.8,76.4,84.7,4.3,5.8,6.4,6.4,1022.4,10,14
21,6.9,5.9,2.1,0.4,74.7,73.8,84.6,90.2,2.7,5.6,7.4,7.4,1023.9,10,17
24,5.9,5.5,2.1,0.5,80.8,76.5,85.1,89.6,2.6,6.6,7.4,7.4,1025.8,10,20
27,5.1,4.4,1.2,-0.1,86.6,86.6,93.8,94.9,3.5,8.2,8.4,8.4,1027.2,10,23
30,4.0,2.5,-0.6,-1.2,88.6,94.2,97.3,90.5,4.3,7.6,8.3,8.3,1028.3,11,2
33,3.3,1.5,-1.9,-2.9,84.0,91.5,98.9,91.7,3.2,4.9,5.6,5.6,1028.3,11,5
36,2.6,0.7,-2.5,-3.6,81.4,86.4,93.5,78.2,1.9,2.7,2.8,2.8,1029.9,11,8
39,4.8,1.8,-2.2,-3.6,59.9,68.9,83.5,77.2,1.0,1.2,1.2,1.2,1030.9,11,11
42,6.9,4.1,-0.0,-2.0,47.4,52.6,65.4,72.8,0.9,0.4,0.2,0.2,1028.3,11,14
