fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.8,10.1,6.7,4.9,77.0,74.2,72.7,69.8,4.4,9.1,13.0,13.0,1024.4
3,10.6,9.6,6.1,4.3,63.2,61.3,59.8,57.0,3.9,8.2,11.1,11.1,1026.6
6,9.5,8.2,4.3,2.3,42.7,43.0,47.5,49.6,5.8,10.5,12.5,12.5,1027.4
9,6.3,4.9,1.1,-0.3,25.5,23.4,23.2,18.0,6.0,10.8,14.0,14.0,1028.5
12,5.1,3.0,-0.7,-2.0,28.7,24.9,22.2,17.5,4.7,8.4,11.3,11.3,1030.7
15,6.7,3.5,-0.6,-2.7,25.3,24.2,30.1,33.2,4.7,6.5,7.1,7.1,1031.1
18,7.5,4.7,0.5,-1.6,25.5,24.1,30.2,34.2,4.3,6.0,6.6,6.6,1028.4
21,5.3,4.6,0.6,-1.4,33.0,26.5,32.0,35.5,2.4,5.3,6.0,6.0,1028.3
24,2.3,4.0,0.2,-1.8,50.4,27.2,30.9,33.6,2.0,5.3,5.7,5.7,1028.9
27,1.0,3.5,-0.2,-1.9,60.4,27.2,28.2,26.4,2.3,4.4,5.2,5.2,1029.3
30,0.0,3.0,-0.3,-1.7,67.7,27.5,24.3,17.4,2.4,4.5,5.4,5.4,1028.8
33,-0.4,2.6,-0.1,-1.1,71.7,27.5,18.9,10.3,1.1,1.9,4.1,4.1,1028.6
36,1.9,2.6,0.3,-0.3,65.6,27.5,13.0,6.9,1.1,1.4,1.5,1.5,1029.3
39,7.6,4.6,0.9,0.7,30.6,30.3,19.4,7.9,1.5,1.8,1.7,1.7,1029.0
42,9.8,7.3,3.2,1.6,27.7,26.4,30.5,26.3,1.7,2.3,3.2,3.2,1025.9
