fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,13.9,15.3,14.9,15.2,61.0,50.7,31.5,15.5,5.2,9.2,10.4,10.4,1019.4
3,12.5,13.7,15.7,15.6,67.0,59.2,37.7,26.5,5.2,8.5,9.7,9.7,1018.1
6,11.1,13.0,16.0,15.8,77.3,64.6,38.2,29.4,4.4,6.2,8.7,8.7,1017.5
9,10.8,13.1,15.3,14.6,81.8,64.5,42.0,38.0,3.7,4.0,5.6,5.6,1016.9
12,12.7,13.5,15.2,14.3,77.7,63.8,44.9,42.3,3.5,3.3,4.3,4.3,1017.9
15,19.7,17.6,15.1,14.1,54.0,56.9,50.2,46.6,1.8,2.1,3.4,3.4,1017.9
18,22.2,20.6,16.2,14.3,44.3,45.1,54.9,56.0,0.8,0.7,0.3,0.3,1015.6
21,19.0,20.5,16.7,14.9,60.3,46.3,52.8,53.7,2.0,2.6,2.1,2.1,1015.8
24,14.8,19.6,16.7,15.4,77.9,52.2,54.5,48.3,2.6,2.8,3.2,3.2,1016.8
27,13.5,18.8,16.7,15.7,86.0,58.8,57.5,51.1,4.0,4.8,3.3,3.3,1017.5
30,12.9,17.8,16.6,15.5,89.9,64.3,61.5,61.6,3.4,4.5,3.6,3.6,1017.0
33,13.3,17.0,16.3,15.1,88.4,65.2,66.3,68.0,1.8,4.4,1.7,1.7,1016.2
36,14.9,15.9,15.8,14.6,79.6,68.2,64.8,66.6,2.8,5.5,4.1,4.1,1017.4
39,16.9,15.8,14.4,13.2,76.4,74.9,68.0,67.6,5.0,5.6,6.6,6.6,1017.9
42,16.4,15.7,13.0,11.8,85.0,82.0,72.9,67.1,4.1,4.8,9.0,9.0,1016.6
