fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.8,17.6,15.6,14.7,90.9,87.4,91.7,95.1,6.3,7.0,10.9,10.9,1018.9
3,17.6,17.4,15.7,15.0,91.1,88.2,91.5,94.5,6.4,7.1,9.9,9.9,1018.6
6,17.2,16.8,15.2,14.5,91.4,89.5,92.7,94.6,6.2,6.9,9.3,9.3,1017.9
9,16.8,16.4,15.3,14.7,93.1,91.5,88.4,89.0,5.5,5.8,10.2,10.2,1017.2
12,16.8,16.1,14.5,14.0,91.1,90.4,76.7,60.2,6.7,7.2,11.6,11.6,1018.5
15,17.9,16.5,14.1,13.7,82.6,86.7,69.7,48.9,5.1,5.4,10.2,10.2,1019.0
18,18.1,17.0,13.2,12.4,76.3,78.6,80.6,59.2,4.1,4.5,6.5,6.5,1017.6
21,17.4,16.9,13.3,12.5,80.1,78.6,80.2,62.6,3.5,3.7,5.8,5.8,1017.7
24,16.3,16.2,13.2,11.9,86.0,82.0,80.1,74.3,4.7,5.5,7.3,7.3,1019.0
27,15.6,15.7,13.7,12.4,84.7,74.8,66.2,60.5,3.1,4.4,7.5,7.5,1018.8
30,14.6,15.4,13.3,12.1,85.7,72.0,66.0,58.2,4.1,4.6,6.7,6.7,1018.4
33,12.9,14.7,12.7,11.3,92.8,78.3,73.8,69.3,4.6,5.2,6.4,6.4,1018.0
36,14.5,13.6,12.2,11.0,87.6,85.6,81.0,77.9,3.9,5.5,5.4,5.4,1019.8
39,18.9,16.6,12.4,10.9,66.5,71.1,84.6,85.2,2.7,3.0,3.9,3.9,1019.6
42,20.2,18.5,14.2,12.0,57.5,58.8,72.1,80.1,3.4,3.4,3.9,3.9,1016.8
