fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,1.9,6.3,3.0,1.3,72.5,41.0,42.6,36.5,2.5,4.3,6.4,6.4,1026.3,346,20
3,0.8,6.1,3.2,1.6,76.5,39.3,36.9,31.5,2.4,4.5,7.1,7.1,1026.8,346,23
6,-0.4,5.6,3.4,2.1,79.4,37.3,27.7,21.1,2.4,5.7,6.0,6.0,1026.4,347,2
9,-0.5,5.1,3.8,2.5,72.9,33.0,27.5,21.1,3.1,7.6,10.4,10.4,1026.5,347,5
12,1.0,4.9,4.0,2.8,66.2,33.8,34.0,23.2,3.2,7.5,11.0,11.0,1028.3,347,8
15,8.7,5.9,4.3,3.2,44.3,44.2,23.7,17.2,3.0,5.5,10.8,10.8,1028.8,347,11
18,10.7,8.3,4.2,3.0,33.8,33.2,36.8,24.7,5.6,6.2,7.2,7.2,1026.8,347,14
21,6.6,7.3,3.5,2.6,46.1,34.5,35.0,20.2,6.2,7.3,8.5,8.5,1028.1,347,17
24,3.4,5.2,2.0,1.1,54.8,35.2,27.3,19.2,7.1,9.7,8.9,8.9,1031.2,347,20
27,1.5,3.1,0.6,-0.5,53.8,31.9,20.8,16.5,6.9,10.0,9.3,9.3,1033.5,347,23
30,0.0,1.5,-0.3,-1.2,52.9,32.5,20.2,16.8,5.9,9.8,8.3,8.3,1034.3,348,2
33,-1.4,-0.4,-1.5,-2.2,56.3,32.2,19.6,19.1,3.3,8.7,6.4,6.4,1034.6,348,5
36,-1.2,-1.2,-2.3,-3.1,53.3,24.0,11.9,17.7,2.4,7.7,6.5,6.5,1035.8,348,8
39,3.9,0.4,-2.4,-3.1,27.8,27.7,11.9,16.6,2.8,4.5,6.1,6.1,1035.0,348,11
42,6.0,3.0,-1.1,-2.6,26.9,26.3,31.2,26.8,3.2,4.0,4.4,4.4,1031.1,348,14
