fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,3.5,5.8,2.1,0.2,71.6,51.0,58.9,64.3,4.8,6.3,6.0,6.0,1029.4
3,2.1,5.0,1.7,-0.2,80.0,54.5,60.7,66.4,4.3,6.0,5.4,5.4,1030.2
6,1.1,4.3,1.4,-0.5,85.1,55.9,60.0,64.7,4.3,6.3,5.8,5.8,1030.2
9,0.1,3.3,1.0,-0.8,87.0,59.2,62.3,68.9,2.8,5.6,5.7,5.7,1027.8
12,1.5,2.8,0.8,-0.9,82.4,63.9,74.9,78.5,3.9,5.7,6.0,6.0,1029.7
15,7.2,4.2,1.1,-0.5,59.9,69.2,86.0,84.3,2.3,2.6,3.8,3.8,1030.0
18,9.2,6.7,2.6,0.6,53.8,59.8,74.1,82.5,1.9,2.6,3.0,3.0,1027.1
21,7.7,7.0,3.0,1.0,64.1,61.8,76.2,83.1,2.1,2.8,3.0,3.0,1026.8
24,6.5,6.5,2.9,1.1,74.4,67.2,78.8,83.1,2.2,2.6,2.2,2.2,1028.1
27,5.3,6.2,2.9,1.1,82.2,68.6,78.4,82.7,2.4,2.1,0.6,0.6,1027.6
30,3.4,5.7,2.5,0.8,89.2,69.0,79.3,83.1,4.2,4.7,4.3,4.3,1027.6
33,2.2,4.6,2.0,0.3,91.1,69.5,76.8,79.7,3.6,6.7,7.5,7.5,1027.7
36,2.7,2.7,1.4,0.0,81.1,70.3,63.4,66.7,4.1,9.7,11.3,11.3,1028.9
39,7.0,3.9,-0.1,-0.8,46.4,53.5,61.2,46.8,7.4,9.2,12.4,12.4,1030.0
42,8.0,5.2,1.1,-1.0,29.0,31.4,39.7,44.6,7.2,8.7,9.7,9.7,1029.2
