fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,21.0,21.1,18.1,16.6,81.0,76.9,82.6,87.4,2.9,5.7,7.1,7.1,1019.8,289,20
3,20.1,20.1,17.8,16.6,84.4,81.0,82.2,85.0,2.7,6.4,9.2,9.2,1020.7,289,23
6,19.3,19.2,17.6,16.8,87.7,85.2,77.9,74.6,2.4,6.1,10.2,10.2,1020.3,290,2
9,18.8,18.4,16.9,16.7,91.0,91.1,80.1,65.1,3.1,6.4,10.3,10.3,1019.9,290,5
12,19.8,18.2,16.2,16.0,88.1,94.4,87.4,68.5,4.7,7.0,10.4,10.4,1021.9,290,8
15,22.9,20.7,16.7,15.2,70.0,75.7,88.8,88.6,4.8,6.7,7.5,7.5,1021.9,290,11
18,23.6,21.9,17.7,15.9,67.0,70.6,84.4,88.1,4.6,6.5,7.3,7.3,1019.5,290,14
21,22.2,21.4,17.8,16.3,75.2,76.5,85.9,86.4,4.0,6.7,9.7,9.7,1019.2,290,17
24,20.8,20.3,17.3,16.3,84.3,84.7,90.3,86.2,3.4,6.9,11.2,11.2,1020.0,290,20
27,19.8,19.4,16.9,16.0,89.7,89.5,92.0,84.6,3.6,7.2,12.2,12.2,1019.8,290,23
30,19.2,18.7,16.7,16.0,92.1,93.1,92.4,92.4,3.5,6.8,11.7,11.7,1018.8,291,2
33,19.5,18.8,16.8,16.4,89.1,91.6,96.1,95.2,3.8,6.8,10.2,10.2,1017.7,291,5
36,20.6,19.3,17.0,16.9,84.1,88.7,96.2,94.3,4.5,6.9,10.1,10.1,1018.4,291,8
39,23.8,22.0,17.9,17.1,74.0,78.5,95.6,95.7,5.5,6.4,6.2,6.2,1017.4,291,11
42,25.4,24.2,20.1,18.0,70.5,72.4,86.5,95.4,5.5,6.0,7.0,7.0,1014.1,291,14
