fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,20.3,19.6,16.8,15.7,91.3,91.5,93.4,87.0,3.7,7.2,11.8,11.8,1020.4
3,19.7,19.0,16.5,15.5,93.0,93.7,95.8,94.5,4.4,8.0,12.1,12.1,1019.9
6,19.2,18.5,16.5,15.6,92.2,93.2,94.9,95.5,4.3,7.8,12.1,12.1,1018.4
9,19.0,18.3,16.3,15.7,91.6,93.4,97.0,97.6,4.2,7.2,10.7,10.7,1017.4
12,19.9,18.8,16.6,16.2,87.2,91.2,97.6,96.5,5.3,7.4,9.3,9.3,1017.7
15,22.9,21.4,17.3,16.5,77.1,81.2,98.1,97.8,5.1,5.8,5.7,5.7,1017.0
18,24.1,23.1,19.2,17.6,75.1,76.7,89.9,94.7,3.2,3.6,5.5,5.5,1014.4
21,22.4,22.5,20.1,19.0,90.0,86.0,86.3,86.5,3.8,5.5,8.4,8.4,1012.7
24,21.9,22.2,21.0,19.9,92.5,89.2,83.4,84.0,4.9,6.1,11.5,11.5,1012.9
27,21.7,22.0,21.8,20.8,93.4,90.4,79.8,81.2,6.2,6.1,12.1,12.1,1011.8
30,21.5,22.0,21.9,21.0,93.0,89.3,80.2,80.3,6.5,5.3,14.3,14.3,1010.4
33,21.1,21.6,20.9,19.9,94.7,91.0,85.8,86.5,2.5,3.4,7.9,7.9,1010.6
36,22.2,21.7,20.0,18.7,91.2,89.7,88.4,90.6,1.8,3.5,9.1,9.1,1012.5
39,24.8,23.4,19.3,17.8,75.6,78.6,92.3,94.5,5.2,6.2,8.2,8.2,1013.5
42,25.9,24.8,20.3,18.2,66.1,67.5,82.0,89.9,5.8,7.0,8.5,8.5,1012.1
